PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_shared_from_mouse.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
13409	chr15	69414087	69415063	+	0	NA	NA	NA	NA	NA								
11223	chr14	21103355	21104446	+	0	NA	NA	NA	NA	NA								
8107	chr11	121553849	121554278	+	0	NA	NA	NA	NA	NA								
7434	chr11	72683668	72684399	+	0	NA	NA	NA	NA	NA								
22476	chr20	21302828	21304410	+	0	NA	NA	NA	NA	NA								
34544	chr8	47735214	47735534	+	0	NA	NA	NA	NA	NA								
36468	chr9	105447676	105448802	+	0	NA	NA	NA	NA	NA								
37442	chrX	48897273	48898443	+	0	NA	NA	NA	NA	NA								
36428	chr9	101397682	101399335	+	0	NA	NA	NA	NA	NA								
33838	chr7	139660330	139661081	+	0	NA	NA	NA	NA	NA								
17803	chr18	58407661	58408126	+	0	NA	NA	NA	NA	NA								
38019	chrX	153953421	153954166	+	0	NA	NA	NA	NA	NA								
35585	chr9	2843285	2844654	+	0	NA	NA	NA	NA	NA								
8555	chr12	12356869	12357924	+	0	NA	NA	NA	NA	NA								
20858	chr2	128026950	128028585	+	0	NA	NA	NA	NA	NA								
13215	chr15	60590874	60593110	+	0	NA	NA	NA	NA	NA								
18634	chr19	35248643	35249051	+	0	NA	NA	NA	NA	NA								
27835	chr4	121950179	121952174	+	0	NA	NA	NA	NA	NA								
21482	chr2	199463454	199463738	+	0	NA	NA	NA	NA	NA								
457	chr1	21338085	21339019	+	0	NA	NA	NA	NA	NA								
9999	chr12	108562167	108563180	+	0	NA	NA	NA	NA	NA								
33756	chr7	134316286	134317273	+	0	NA	NA	NA	NA	NA								
18649	chr19	35458680	35459724	+	0	NA	NA	NA	NA	NA								
4201	chr10	7787165	7789019	+	0	NA	NA	NA	NA	NA								
27247	chr4	54318961	54319426	+	0	NA	NA	NA	NA	NA								
31876	chr6	125790088	125791362	+	0	NA	NA	NA	NA	NA								
14571	chr16	50547903	50549154	+	0	NA	NA	NA	NA	NA								
34539	chr8	42501113	42501744	+	0	NA	NA	NA	NA	NA								
20736	chr2	112542206	112542736	+	0	NA	NA	NA	NA	NA								
31287	chr6	53064737	53065078	+	0	NA	NA	NA	NA	NA								
596	chr1	26110759	26112985	+	0	NA	NA	NA	NA	NA								
22679	chr20	35303882	35304184	+	0	NA	NA	NA	NA	NA								
10828	chr13	51069954	51070264	+	0	NA	NA	NA	NA	NA								
13606	chr15	78860282	78861207	+	0	NA	NA	NA	NA	NA								
24907	chr3	50542550	50542907	+	0	NA	NA	NA	NA	NA								
13114	chr15	55742264	55743764	+	0	NA	NA	NA	NA	NA								
8616	chr12	14774110	14775381	+	0	NA	NA	NA	NA	NA								
9170	chr12	55973848	55974656	+	0	NA	NA	NA	NA	NA								
10868	chr13	59318217	59318721	+	0	NA	NA	NA	NA	NA								
8612	chr12	14394469	14394840	+	0	NA	NA	NA	NA	NA								
26866	chr4	10115438	10117075	+	0	NA	NA	NA	NA	NA								
8649	chr12	20369184	20370179	+	0	NA	NA	NA	NA	NA								
23436	chr21	41761880	41762679	+	0	NA	NA	NA	NA	NA								
26826	chr4	5050227	5050929	+	0	NA	NA	NA	NA	NA								
16738	chr17	63699607	63701412	+	0	NA	NA	NA	NA	NA								
5245	chr10	95334109	95335389	+	0	NA	NA	NA	NA	NA								
27949	chr4	139555207	139557187	+	0	NA	NA	NA	NA	NA								
30811	chr6	26305478	26305599	+	0	NA	NA	NA	NA	NA								
35092	chr8	104759754	104760066	+	0	NA	NA	NA	NA	NA								
14143	chr16	4846535	4848587	+	0	NA	NA	NA	NA	NA								
30456	chr6	3409855	3411243	+	0	NA	NA	NA	NA	NA								
32401	chr7	2354044	2354400	+	0	NA	NA	NA	NA	NA								
2785	chr1	161038668	161039282	+	0	NA	NA	NA	NA	NA								
31989	chr6	135180805	135181504	+	0	NA	NA	NA	NA	NA								
24209	chr3	4867738	4869114	+	0	NA	NA	NA	NA	NA								
17251	chr17	82781624	82782330	+	0	NA	NA	NA	NA	NA								
28404	chr5	6377730	6378681	+	0	NA	NA	NA	NA	NA								
9667	chr12	89389992	89390563	+	0	NA	NA	NA	NA	NA								
23301	chr21	32278645	32279988	+	0	NA	NA	NA	NA	NA								
29500	chr5	129767958	129768214	+	0	NA	NA	NA	NA	NA								
5033	chr10	84327639	84329135	+	0	NA	NA	NA	NA	NA								
16856	chr17	69141614	69142119	+	0	NA	NA	NA	NA	NA								
21478	chr2	199458420	199459488	+	0	NA	NA	NA	NA	NA								
11800	chr14	59055499	59055967	+	0	NA	NA	NA	NA	NA								
33513	chr7	114415488	114415940	+	0	NA	NA	NA	NA	NA								
24081	chr22	45553727	45554036	+	0	NA	NA	NA	NA	NA								
27221	chr4	53019490	53020489	+	0	NA	NA	NA	NA	NA								
8836	chr12	46874509	46875058	+	0	NA	NA	NA	NA	NA								
16411	chr17	49996662	49997056	+	0	NA	NA	NA	NA	NA								
8832	chr12	46825394	46826860	+	0	NA	NA	NA	NA	NA								
27261	chr4	56435034	56436496	+	0	NA	NA	NA	NA	NA								
32336	chr6	160991212	160992785	+	0	NA	NA	NA	NA	NA								
3539	chr1	205812300	205813890	+	0	NA	NA	NA	NA	NA								
27934	chr4	139294424	139295877	+	0	NA	NA	NA	NA	NA								
33670	chr7	129224402	129226037	+	0	NA	NA	NA	NA	NA								
1782	chr1	86704468	86705839	+	0	NA	NA	NA	NA	NA								
36198	chr9	84668287	84669137	+	0	NA	NA	NA	NA	NA								
15283	chr17	2303083	2304220	+	0	NA	NA	NA	NA	NA								
1786	chr1	86833570	86833986	+	0	NA	NA	NA	NA	NA								
31525	chr6	89951504	89952310	+	0	NA	NA	NA	NA	NA								
21801	chr2	218908686	218909844	+	0	NA	NA	NA	NA	NA								
14080	chr16	2752835	2753494	+	0	NA	NA	NA	NA	NA								
10709	chr13	44218632	44220530	+	0	NA	NA	NA	NA	NA								
31565	chr6	98946906	98948426	+	0	NA	NA	NA	NA	NA								
19501	chr2	20224460	20225583	+	0	NA	NA	NA	NA	NA								
23639	chr22	21938008	21938530	+	0	NA	NA	NA	NA	NA								
28817	chr5	59039099	59040152	+	0	NA	NA	NA	NA	NA								
1120	chr1	41416925	41417807	+	0	NA	NA	NA	NA	NA								
13300	chr15	64905294	64905740	+	0	NA	NA	NA	NA	NA								
7901	chr11	116772581	116773357	+	0	NA	NA	NA	NA	NA								
915	chr1	35451068	35451624	+	0	NA	NA	NA	NA	NA								
25422	chr3	99817788	99818374	+	0	NA	NA	NA	NA	NA								
29977	chr5	149729320	149731821	+	0	NA	NA	NA	NA	NA								
25462	chr3	101827189	101828113	+	0	NA	NA	NA	NA	NA								
30659	chr6	14816274	14817605	+	0	NA	NA	NA	NA	NA								
17260	chr18	811480	813137	+	0	NA	NA	NA	NA	NA								
3471	chr1	204363705	204363938	+	0	NA	NA	NA	NA	NA								
17220	chr17	81960186	81962123	+	0	NA	NA	NA	NA	NA								
26410	chr3	177359688	177360714	+	0	NA	NA	NA	NA	NA								
10096	chr12	112418791	112419824	+	0	NA	NA	NA	NA	NA								
8274	chr11	130002747	130003922	+	0	NA	NA	NA	NA	NA								
6862	chr11	59755240	59756099	+	0	NA	NA	NA	NA	NA								
16085	chr17	40447133	40447567	+	0	NA	NA	NA	NA	NA								
28119	chr4	153466012	153467600	+	0	NA	NA	NA	NA	NA								
4550	chr10	44236054	44237195	+	0	NA	NA	NA	NA	NA								
6866	chr11	60852773	60853574	+	0	NA	NA	NA	NA	NA								
8988	chr12	50504689	50506261	+	0	NA	NA	NA	NA	NA								
27250	chr4	55079151	55079588	+	0	NA	NA	NA	NA	NA								
9231	chr12	56487451	56488962	+	0	NA	NA	NA	NA	NA								
24415	chr3	19946845	19948020	+	0	NA	NA	NA	NA	NA								
32878	chr7	50677719	50678232	+	0	NA	NA	NA	NA	NA								
23644	chr22	23144978	23145943	+	0	NA	NA	NA	NA	NA								
35267	chr8	124371549	124373241	+	0	NA	NA	NA	NA	NA								
15452	chr17	7260954	7261509	+	0	NA	NA	NA	NA	NA								
35227	chr8	121248830	121249094	+	0	NA	NA	NA	NA	NA								
26572	chr3	187967966	187969629	+	0	NA	NA	NA	NA	NA								
15172	chr16	85798990	85800488	+	0	NA	NA	NA	NA	NA								
16595	chr17	58006275	58008076	+	0	NA	NA	NA	NA	NA								
25195	chr3	64685626	64686752	+	0	NA	NA	NA	NA	NA								
10586	chr13	32538229	32539224	+	0	NA	NA	NA	NA	NA								
1090	chr1	40421537	40422192	+	0	NA	NA	NA	NA	NA								
2944	chr1	168178324	168179663	+	0	NA	NA	NA	NA	NA								
34919	chr8	94895156	94896731	+	0	NA	NA	NA	NA	NA								
12496	chr14	95313707	95314289	+	0	NA	NA	NA	NA	NA								
5778	chr10	114719299	114719852	+	0	NA	NA	NA	NA	NA								
17681	chr18	48790075	48790441	+	0	NA	NA	NA	NA	NA								
25623	chr3	115784001	115784775	+	0	NA	NA	NA	NA	NA								
1543	chr1	59543031	59543721	+	0	NA	NA	NA	NA	NA								
10314	chr12	122965648	122966735	+	0	NA	NA	NA	NA	NA								
19299	chr19	58475675	58476919	+	0	NA	NA	NA	NA	NA								
25663	chr3	120348384	120349971	+	0	NA	NA	NA	NA	NA								
28007	chr4	143335663	143337501	+	0	NA	NA	NA	NA	NA								
7980	chr11	118790123	118792620	+	0	NA	NA	NA	NA	NA								
25294	chr3	71389876	71390365	+	0	NA	NA	NA	NA	NA								
32885	chr7	50793107	50794146	+	0	NA	NA	NA	NA	NA								
21674	chr2	210556367	210556916	+	0	NA	NA	NA	NA	NA								
35703	chr9	16871314	16871956	+	0	NA	NA	NA	NA	NA								
21011	chr2	156341494	156342903	+	0	NA	NA	NA	NA	NA								
14590	chr16	51211004	51211802	+	0	NA	NA	NA	NA	NA								
28608	chr5	38441768	38442113	+	0	NA	NA	NA	NA	NA								
15653	chr17	16491740	16492732	+	0	NA	NA	NA	NA	NA								
5689	chr10	110918461	110920397	+	0	NA	NA	NA	NA	NA								
16078	chr17	40362295	40363644	+	0	NA	NA	NA	NA	NA								
16677	chr17	60391645	60393215	+	0	NA	NA	NA	NA	NA								
1818	chr1	89632546	89633475	+	0	NA	NA	NA	NA	NA								
8285	chr11	130431323	130431877	+	0	NA	NA	NA	NA	NA								
2774	chr1	160342637	160343841	+	0	NA	NA	NA	NA	NA								
24591	chr3	38452955	38455504	+	0	NA	NA	NA	NA	NA								
32348	chr6	163570625	163571084	+	0	NA	NA	NA	NA	NA								
11010	chr13	94617327	94617665	+	0	NA	NA	NA	NA	NA								
5948	chr10	124631391	124632606	+	0	NA	NA	NA	NA	NA								
36307	chr9	94827196	94827967	+	0	NA	NA	NA	NA	NA								
30289	chr5	177425773	177426282	+	0	NA	NA	NA	NA	NA								
21158	chr2	169107242	169107882	+	0	NA	NA	NA	NA	NA								
780	chr1	30801391	30802211	+	0	NA	NA	NA	NA	NA								
12699	chr15	33067858	33068560	+	0	NA	NA	NA	NA	NA								
3857	chr1	224433006	224435897	+	0	NA	NA	NA	NA	NA								
3178	chr1	182838867	182840149	+	0	NA	NA	NA	NA	NA								
35582	chr9	2728160	2728442	+	0	NA	NA	NA	NA	NA								
32056	chr6	139134153	139136096	+	0	NA	NA	NA	NA	NA								
30001	chr5	150485690	150486647	+	0	NA	NA	NA	NA	NA								
31640	chr6	107957334	107958534	+	0	NA	NA	NA	NA	NA								
30176	chr5	168877310	168878294	+	0	NA	NA	NA	NA	NA								
4371	chr10	22334551	22335928	+	0	NA	NA	NA	NA	NA								
12317	chr14	77707591	77708271	+	0	NA	NA	NA	NA	NA								
37445	chrX	48918875	48919411	+	0	NA	NA	NA	NA	NA								
27832	chr4	121950179	121952174	+	0	NA	NA	NA	NA	NA								
21485	chr2	199955146	199956302	+	0	NA	NA	NA	NA	NA								
32973	chr7	75643013	75643179	+	0	NA	NA	NA	NA	NA								
23448	chr21	41953012	41954293	+	0	NA	NA	NA	NA	NA								
13212	chr15	60520796	60521228	+	0	NA	NA	NA	NA	NA								
5217	chr10	93680452	93680775	+	0	NA	NA	NA	NA	NA								
5005	chr10	79444218	79446105	+	0	NA	NA	NA	NA	NA								
11168	chr13	111474594	111474770	+	0	NA	NA	NA	NA	NA								
27680	chr4	102344201	102345758	+	0	NA	NA	NA	NA	NA								
11128	chr13	109605202	109606998	+	0	NA	NA	NA	NA	NA								
16746	chr17	63827268	63828054	+	0	NA	NA	NA	NA	NA								
31879	chr6	125985611	125987196	+	0	NA	NA	NA	NA	NA								
28327	chr4	184648337	184650675	+	0	NA	NA	NA	NA	NA								
31523	chr6	89941076	89942269	+	0	NA	NA	NA	NA	NA								
30350	chr5	179622414	179624779	+	0	NA	NA	NA	NA	NA								
31563	chr6	98845766	98846099	+	0	NA	NA	NA	NA	NA								
18646	chr19	35458680	35459724	+	0	NA	NA	NA	NA	NA								
28367	chr4	185811654	185812358	+	0	NA	NA	NA	NA	NA								
577	chr1	25859204	25859835	+	0	NA	NA	NA	NA	NA								
33759	chr7	134458412	134459669	+	0	NA	NA	NA	NA	NA								
15541	chr17	8154216	8154530	+	0	NA	NA	NA	NA	NA								
26141	chr3	150409577	150411130	+	0	NA	NA	NA	NA	NA								
2123	chr1	109904378	109905065	+	0	NA	NA	NA	NA	NA								
23330	chr21	33541819	33543648	+	0	NA	NA	NA	NA	NA								
13609	chr15	78872732	78873936	+	0	NA	NA	NA	NA	NA								
22676	chr20	35284058	35284958	+	0	NA	NA	NA	NA	NA								
20739	chr2	112645042	112646506	+	0	NA	NA	NA	NA	NA								
10922	chr13	75762411	75763118	+	0	NA	NA	NA	NA	NA								
36292	chr9	93962978	93963410	+	0	NA	NA	NA	NA	NA								
29531	chr5	132426974	132428418	+	0	NA	NA	NA	NA	NA								
10962	chr13	78978499	78978705	+	0	NA	NA	NA	NA	NA								
11831	chr14	59706756	59708746	+	0	NA	NA	NA	NA	NA								
34536	chr8	42496488	42496839	+	0	NA	NA	NA	NA	NA								
28890	chr5	65721314	65723100	+	0	NA	NA	NA	NA	NA								
31177	chr6	44058279	44058749	+	0	NA	NA	NA	NA	NA								
33932	chr7	150379096	150380135	+	0	NA	NA	NA	NA	NA								
7575	chr11	77128004	77128727	+	0	NA	NA	NA	NA	NA								
32430	chr7	5513295	5514212	+	0	NA	NA	NA	NA	NA								
38016	chrX	153934474	153935611	+	0	NA	NA	NA	NA	NA								
16083	chr17	40442975	40443849	+	0	NA	NA	NA	NA	NA								
11494	chr14	35535030	35535675	+	0	NA	NA	NA	NA	NA								
20744	chr2	112726467	112727062	+	0	NA	NA	NA	NA	NA								
18357	chr19	14136323	14137305	+	0	NA	NA	NA	NA	NA								
181	chr1	10032462	10033877	+	0	NA	NA	NA	NA	NA								
4613	chr10	58177426	58177671	+	0	NA	NA	NA	NA	NA								
9109	chr12	53676675	53677297	+	0	NA	NA	NA	NA	NA								
26497	chr3	185152167	185154545	+	0	NA	NA	NA	NA	NA								
24413	chr3	19946845	19948020	+	0	NA	NA	NA	NA	NA								
20952	chr2	148020045	148022047	+	0	NA	NA	NA	NA	NA								
6819	chr11	57597412	57597784	+	0	NA	NA	NA	NA	NA								
4954	chr10	78813346	78814295	+	0	NA	NA	NA	NA	NA								
9282	chr12	57127015	57128097	+	0	NA	NA	NA	NA	NA								
9286	chr12	57149130	57150172	+	0	NA	NA	NA	NA	NA								
35574	chr9	2241900	2242341	+	0	NA	NA	NA	NA	NA								
11587	chr14	49633493	49635335	+	0	NA	NA	NA	NA	NA								
18777	chr19	40284155	40285257	+	0	NA	NA	NA	NA	NA								
7808	chr11	111601848	111603579	+	0	NA	NA	NA	NA	NA								
30361	chr5	179795304	179796435	+	0	NA	NA	NA	NA	NA								
2829	chr1	161766105	161767151	+	0	NA	NA	NA	NA	NA								
29887	chr5	142921989	142922864	+	0	NA	NA	NA	NA	NA								
14239	chr16	19389152	19389714	+	0	NA	NA	NA	NA	NA								
30321	chr5	178203974	178205705	+	0	NA	NA	NA	NA	NA								
17012	chr17	75778692	75779848	+	0	NA	NA	NA	NA	NA								
7537	chr11	75814671	75817407	+	0	NA	NA	NA	NA	NA								
18449	chr19	17539357	17540201	+	0	NA	NA	NA	NA	NA								
317	chr1	15846807	15848871	+	0	NA	NA	NA	NA	NA								
26316	chr3	169661577	169662808	+	0	NA	NA	NA	NA	NA								
18891	chr19	43503873	43505228	+	0	NA	NA	NA	NA	NA								
22479	chr20	21302828	21304410	+	0	NA	NA	NA	NA	NA								
26708	chr3	196286968	196288340	+	0	NA	NA	NA	NA	NA								
14145	chr16	4846535	4848587	+	0	NA	NA	NA	NA	NA								
594	chr1	26110759	26112985	+	0	NA	NA	NA	NA	NA								
34271	chr8	22604454	22605310	+	0	NA	NA	NA	NA	NA								
31054	chr6	42563757	42564976	+	0	NA	NA	NA	NA	NA								
13406	chr15	69160008	69161977	+	0	NA	NA	NA	NA	NA								
9451	chr12	67269045	67270681	+	0	NA	NA	NA	NA	NA								
15184	chr16	88468672	88469220	+	0	NA	NA	NA	NA	NA								
29276	chr5	108380820	108382709	+	0	NA	NA	NA	NA	NA								
26584	chr3	188152942	188154683	+	0	NA	NA	NA	NA	NA								
22747	chr20	37178903	37179966	+	0	NA	NA	NA	NA	NA								
36668	chr9	120713571	120715122	+	0	NA	NA	NA	NA	NA								
9803	chr12	96194157	96194544	+	0	NA	NA	NA	NA	NA								
36628	chr9	113993960	113994681	+	0	NA	NA	NA	NA	NA								
17904	chr18	75208838	75209870	+	0	NA	NA	NA	NA	NA								
37642	chrX	75273915	75275151	+	0	NA	NA	NA	NA	NA								
29189	chr5	93620539	93621778	+	0	NA	NA	NA	NA	NA								
8997	chr12	51047076	51048930	+	0	NA	NA	NA	NA	NA								
33379	chr7	104207163	104208103	+	0	NA	NA	NA	NA	NA								
6113	chr11	6440770	6441437	+	0	NA	NA	NA	NA	NA								
30770	chr6	24666228	24667520	+	0	NA	NA	NA	NA	NA								
36027	chr9	68530450	68531140	+	0	NA	NA	NA	NA	NA								
32988	chr7	76047654	76048602	+	0	NA	NA	NA	NA	NA								
33515	chr7	114416088	114416863	+	0	NA	NA	NA	NA	NA								
36067	chr9	70418800	70419352	+	0	NA	NA	NA	NA	NA								
1731	chr1	84077434	84078762	+	0	NA	NA	NA	NA	NA								
35926	chr9	35664909	35665588	+	0	NA	NA	NA	NA	NA								
27518	chr4	82429331	82431262	+	0	NA	NA	NA	NA	NA								
4495	chr10	33330496	33330796	+	0	NA	NA	NA	NA	NA								
21830	chr2	219177757	219178811	+	0	NA	NA	NA	NA	NA								
35966	chr9	36257893	36259002	+	0	NA	NA	NA	NA	NA								
14244	chr16	19523648	19524612	+	0	NA	NA	NA	NA	NA								
19530	chr2	21070303	21071660	+	0	NA	NA	NA	NA	NA								
21682	chr2	212536531	212538153	+	0	NA	NA	NA	NA	NA								
13331	chr15	65791432	65792736	+	0	NA	NA	NA	NA	NA								
18434	chr19	17303140	17303835	+	0	NA	NA	NA	NA	NA								
25540	chr3	111733205	111733644	+	0	NA	NA	NA	NA	NA								
15285	chr17	2303083	2304220	+	0	NA	NA	NA	NA	NA								
16140	chr17	42275849	42277337	+	0	NA	NA	NA	NA	NA								
8881	chr12	48788335	48789957	+	0	NA	NA	NA	NA	NA								
23061	chr20	53677641	53678714	+	0	NA	NA	NA	NA	NA								
12169	chr14	74711748	74713469	+	0	NA	NA	NA	NA	NA								
23021	chr20	50762761	50763263	+	0	NA	NA	NA	NA	NA								
12390	chr14	89351517	89352232	+	0	NA	NA	NA	NA	NA								
12129	chr14	73489847	73491976	+	0	NA	NA	NA	NA	NA								
31334	chr6	63353192	63353309	+	0	NA	NA	NA	NA	NA								
22857	chr20	43914404	43915294	+	0	NA	NA	NA	NA	NA								
6672	chr11	46347167	46348297	+	0	NA	NA	NA	NA	NA								
6676	chr11	46367412	46367903	+	0	NA	NA	NA	NA	NA								
8800	chr12	42588590	42590806	+	0	NA	NA	NA	NA	NA								
12867	chr15	41416455	41418030	+	0	NA	NA	NA	NA	NA								
11698	chr14	53613843	53614550	+	0	NA	NA	NA	NA	NA								
15278	chr17	2122697	2123279	+	0	NA	NA	NA	NA	NA								
20079	chr2	55419229	55420277	+	0	NA	NA	NA	NA	NA								
12827	chr15	40440874	40441650	+	0	NA	NA	NA	NA	NA								
27389	chr4	75672488	75673643	+	0	NA	NA	NA	NA	NA								
22159	chr20	325263	325980	+	0	NA	NA	NA	NA	NA								
13051	chr15	51736885	51738049	+	0	NA	NA	NA	NA	NA								
37443	chrX	48897273	48898443	+	0	NA	NA	NA	NA	NA								
7859	chr11	114098870	114099346	+	0	NA	NA	NA	NA	NA								
17802	chr18	58400055	58400278	+	0	NA	NA	NA	NA	NA								
11097	chr13	102772530	102773814	+	0	NA	NA	NA	NA	NA								
1911	chr1	94094030	94094791	+	0	NA	NA	NA	NA	NA								
32975	chr7	75878846	75879606	+	0	NA	NA	NA	NA	NA								
9835	chr12	98698755	98699166	+	0	NA	NA	NA	NA	NA								
26094	chr3	148727348	148727593	+	0	NA	NA	NA	NA	NA								
21483	chr2	199739702	199740080	+	0	NA	NA	NA	NA	NA								
31349	chr6	69795549	69797966	+	0	NA	NA	NA	NA	NA								
4061	chr1	236604202	236605036	+	0	NA	NA	NA	NA	NA								
3395	chr1	202143831	202145030	+	0	NA	NA	NA	NA	NA								
4176	chr10	6088677	6089866	+	0	NA	NA	NA	NA	NA								
2540	chr1	153962561	153964046	+	0	NA	NA	NA	NA	NA								
25193	chr3	64685626	64686752	+	0	NA	NA	NA	NA	NA								
14517	chr16	46688708	46689854	+	0	NA	NA	NA	NA	NA								
16593	chr17	57987187	57988944	+	0	NA	NA	NA	NA	NA								
4172	chr10	5971578	5971862	+	0	NA	NA	NA	NA	NA								
23050	chr20	52311973	52312592	+	0	NA	NA	NA	NA	NA								
5841	chr10	118754090	118755300	+	0	NA	NA	NA	NA	NA								
10824	chr13	50910013	50910818	+	0	NA	NA	NA	NA	NA								
2093	chr1	109425934	109426967	+	0	NA	NA	NA	NA	NA								
13118	chr15	55992925	55994385	+	0	NA	NA	NA	NA	NA								
10864	chr13	57629575	57630244	+	0	NA	NA	NA	NA	NA								
30030	chr5	151005165	151005417	+	0	NA	NA	NA	NA	NA								
25625	chr3	115819868	115820267	+	0	NA	NA	NA	NA	NA								
33491	chr7	112449854	112451444	+	0	NA	NA	NA	NA	NA								
11262	chr14	22766477	22767605	+	0	NA	NA	NA	NA	NA								
25665	chr3	120416865	120417500	+	0	NA	NA	NA	NA	NA								
9877	chr12	101697267	101698625	+	0	NA	NA	NA	NA	NA								
9158	chr12	55817448	55818574	+	0	NA	NA	NA	NA	NA								
11222	chr14	21103355	21104446	+	0	NA	NA	NA	NA	NA								
33849	chr7	139994834	139995854	+	0	NA	NA	NA	NA	NA								
31457	chr6	83065553	83066069	+	0	NA	NA	NA	NA	NA								
898	chr1	34786486	34787335	+	0	NA	NA	NA	NA	NA								
32883	chr7	50793107	50794146	+	0	NA	NA	NA	NA	NA								
22391	chr20	14337226	14337876	+	0	NA	NA	NA	NA	NA								
34548	chr8	47959778	47961422	+	0	NA	NA	NA	NA	NA								
13020	chr15	50181740	50183090	+	0	NA	NA	NA	NA	NA								
36464	chr9	105244174	105245319	+	0	NA	NA	NA	NA	NA								
35705	chr9	17005032	17005432	+	0	NA	NA	NA	NA	NA								
13060	chr15	52018504	52020383	+	0	NA	NA	NA	NA	NA								
36424	chr9	101397682	101399335	+	0	NA	NA	NA	NA	NA								
33834	chr7	139339727	139340818	+	0	NA	NA	NA	NA	NA								
21252	chr2	174486082	174487514	+	0	NA	NA	NA	NA	NA								
7584	chr11	77473184	77474499	+	0	NA	NA	NA	NA	NA								
18638	chr19	35269523	35270143	+	0	NA	NA	NA	NA	NA								
15655	chr17	16568351	16569268	+	0	NA	NA	NA	NA	NA								
33147	chr7	93055764	93055874	+	0	NA	NA	NA	NA	NA								
24612	chr3	40308666	40310358	+	0	NA	NA	NA	NA	NA								
7153	chr11	65133961	65135310	+	0	NA	NA	NA	NA	NA								
20854	chr2	128026950	128028585	+	0	NA	NA	NA	NA	NA								
18037	chr19	4343234	4344068	+	0	NA	NA	NA	NA	NA								
21474	chr2	198296593	198297156	+	0	NA	NA	NA	NA	NA								
30179	chr5	168877310	168878294	+	0	NA	NA	NA	NA	NA								
6214	chr11	10807683	10809803	+	0	NA	NA	NA	NA	NA								
29780	chr5	140556950	140557850	+	0	NA	NA	NA	NA	NA								
32059	chr6	139218995	139219692	+	0	NA	NA	NA	NA	NA								
18870	chr19	42268134	42268519	+	0	NA	NA	NA	NA	NA								
28408	chr5	6711909	6714725	+	0	NA	NA	NA	NA	NA								
33935	chr7	150448992	150449312	+	0	NA	NA	NA	NA	NA								
16749	chr17	63842172	63843335	+	0	NA	NA	NA	NA	NA								
36194	chr9	84397166	84397608	+	0	NA	NA	NA	NA	NA								
27938	chr4	139300993	139302398	+	0	NA	NA	NA	NA	NA								
22840	chr20	41692407	41693418	+	0	NA	NA	NA	NA	NA								
19910	chr2	44082745	44083348	+	0	NA	NA	NA	NA	NA								
15453	chr17	7280587	7281817	+	0	NA	NA	NA	NA	NA								
10131	chr12	115094648	115095449	+	0	NA	NA	NA	NA	NA								
34290	chr8	22755938	22756649	+	0	NA	NA	NA	NA	NA								
7498	chr11	74592468	74593277	+	0	NA	NA	NA	NA	NA								
16477	chr17	50866759	50867153	+	0	NA	NA	NA	NA	NA								
20955	chr2	148508905	148509877	+	0	NA	NA	NA	NA	NA								
5228	chr10	93993529	93994622	+	0	NA	NA	NA	NA	NA								
16734	chr17	63675271	63676294	+	0	NA	NA	NA	NA	NA								
33161	chr7	94508619	94510853	+	0	NA	NA	NA	NA	NA								
30877	chr6	35259006	35260419	+	0	NA	NA	NA	NA	NA								
33121	chr7	92621028	92621748	+	0	NA	NA	NA	NA	NA								
4805	chr10	71569758	71570596	+	0	NA	NA	NA	NA	NA								
30791	chr6	25756336	25757039	+	0	NA	NA	NA	NA	NA								
36295	chr9	94165778	94166366	+	0	NA	NA	NA	NA	NA								
10925	chr13	75870385	75870914	+	0	NA	NA	NA	NA	NA								
2964	chr1	169367500	169368585	+	0	NA	NA	NA	NA	NA								
17481	chr18	26089276	26091555	+	0	NA	NA	NA	NA	NA								
10965	chr13	79405179	79406661	+	0	NA	NA	NA	NA	NA								
12696	chr15	26772820	26773816	+	0	NA	NA	NA	NA	NA								
25423	chr3	99817788	99818374	+	0	NA	NA	NA	NA	NA								
1563	chr1	61337040	61338530	+	0	NA	NA	NA	NA	NA								
9493	chr12	69154485	69155174	+	0	NA	NA	NA	NA	NA								
25463	chr3	101848831	101850230	+	0	NA	NA	NA	NA	NA								
30286	chr5	177409307	177409937	+	0	NA	NA	NA	NA	NA								
21737	chr2	217510805	217511247	+	0	NA	NA	NA	NA	NA								
33512	chr7	114415488	114415940	+	0	NA	NA	NA	NA	NA								
31440	chr6	80742506	80742843	+	0	NA	NA	NA	NA	NA								
37645	chrX	77785637	77786357	+	0	NA	NA	NA	NA	NA								
4578	chr10	50395364	50395551	+	0	NA	NA	NA	NA	NA								
23648	chr22	24155575	24156678	+	0	NA	NA	NA	NA	NA								
32874	chr7	50501744	50502856	+	0	NA	NA	NA	NA	NA								
9556	chr12	71938751	71939104	+	0	NA	NA	NA	NA	NA								
21685	chr2	213102156	213102453	+	0	NA	NA	NA	NA	NA								
15282	chr17	2244803	2245078	+	0	NA	NA	NA	NA	NA								
