PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_mapped_from_mouse_enhancers.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr2-3232	chr2	232533977	232534427	+	232539691	NA	NA	NA	NA	NA								
chr2-3233	chr2	232534667	232535174	+	232539691	NA	NA	NA	NA	NA								
chr2-3230	chr2	232507772	232508955	+	232520387	NA	NA	NA	NA	NA								
chr2-3231	chr2	232507772	232508955	+	232520387	NA	NA	NA	NA	NA								
chr2-3229	chr2	232507772	232508955	+	232520387	NA	NA	NA	NA	NA								
chr1-4709	chr1	232335696	232336309	+	232397964	NA	NA	NA	NA	NA								
chr1-4710	chr1	232472019	232472279	+	232397964	NA	NA	NA	NA	NA								
chr1-4711	chr1	232472290	232473040	+	232397964	NA	NA	NA	NA	NA								
chr1-4712	chr1	232472290	232473040	+	232397964	NA	NA	NA	NA	NA								
chr2-3227	chr2	232309408	232310559	+	232343115	NA	NA	NA	NA	NA								
chr2-3226	chr2	232309408	232310559	+	232343115	NA	NA	NA	NA	NA								
chr2-3228	chr2	232315002	232315619	+	232343115	NA	NA	NA	NA	NA								
chr2-3225	chr2	232309408	232310559	+	232343115	NA	NA	NA	NA	NA								
chr1-4706	chr1	232273054	232273395	+	232222865	NA	NA	NA	NA	NA								
chr1-4707	chr1	232306134	232306804	+	232222865	NA	NA	NA	NA	NA								
chr1-4708	chr1	232306134	232306804	+	232222865	NA	NA	NA	NA	NA								
chr1-4705	chr1	232239473	232240011	+	232222865	NA	NA	NA	NA	NA								
chr1-4702	chr1	232182355	232182695	+	232174931	NA	NA	NA	NA	NA								
chr1-4703	chr1	232183143	232183737	+	232174931	NA	NA	NA	NA	NA								
chr1-4704	chr1	232183143	232183737	+	232174931	NA	NA	NA	NA	NA								
chr2-3220	chr2	232164458	232164957	+	232172652	NA	NA	NA	NA	NA								
chr2-3221	chr2	232168189	232168448	+	232172652	NA	NA	NA	NA	NA								
chr2-3222	chr2	232204283	232204981	+	232172652	NA	NA	NA	NA	NA								
chr2-3224	chr2	232245241	232245544	+	232172652	NA	NA	NA	NA	NA								
chr2-3219	chr2	232164458	232164957	+	232172652	NA	NA	NA	NA	NA								
chr2-3223	chr2	232228288	232228807	+	232172652	NA	NA	NA	NA	NA								
chr2-3218	chr2	232017635	232018040	+	231978487	NA	NA	NA	NA	NA								
chr2-3217	chr2	231956255	231956441	+	231961244	NA	NA	NA	NA	NA								
chr2-3216	chr2	231953881	231954141	+	231961244	NA	NA	NA	NA	NA								
chr1-4701	chr1	231971278	231971649	+	231925833	NA	NA	NA	NA	NA								
chr1-4700	chr1	231969056	231969411	+	231925833	NA	NA	NA	NA	NA								
chr2-3214	chr2	231925342	231926744	+	231921808	NA	NA	NA	NA	NA								
chr2-3213	chr2	231925342	231926744	+	231921808	NA	NA	NA	NA	NA								
chr2-3215	chr2	231925342	231926744	+	231921808	NA	NA	NA	NA	NA								
chr2-3212	chr2	231925342	231926744	+	231921808	NA	NA	NA	NA	NA								
chr2-3209	chr2	231883714	231884438	+	231892241	NA	NA	NA	NA	NA								
chr2-3210	chr2	231883714	231884438	+	231892241	NA	NA	NA	NA	NA								
chr2-3211	chr2	231906129	231906451	+	231892241	NA	NA	NA	NA	NA								
chr1-4699	chr1	231866781	231867211	+	231814981	NA	NA	NA	NA	NA								
chr2-3206	chr2	231786259	231786758	+	231789480	NA	NA	NA	NA	NA								
chr2-3207	chr2	231786259	231786758	+	231789480	NA	NA	NA	NA	NA								
chr2-3208	chr2	231795666	231795897	+	231789480	NA	NA	NA	NA	NA								
chr1-4698	chr1	231769790	231770279	+	231767463	NA	NA	NA	NA	NA								
chr2-3205	chr2	231687196	231687885	+	231705828	NA	NA	NA	NA	NA								
chr2-3203	chr2	231680672	231681700	+	231705828	NA	NA	NA	NA	NA								
chr2-3204	chr2	231680672	231681700	+	231705828	NA	NA	NA	NA	NA								
chr2-3199	chr2	231670907	231671209	+	231645997	NA	NA	NA	NA	NA								
chr2-3202	chr2	231674849	231675132	+	231645997	NA	NA	NA	NA	NA								
chr2-3197	chr2	231661846	231662756	+	231645997	NA	NA	NA	NA	NA								
chr2-3201	chr2	231671326	231672190	+	231645997	NA	NA	NA	NA	NA								
chr2-3200	chr2	231671326	231672190	+	231645997	NA	NA	NA	NA	NA								
chr2-3196	chr2	231661846	231662756	+	231645997	NA	NA	NA	NA	NA								
chr2-3198	chr2	231665138	231665549	+	231645997	NA	NA	NA	NA	NA								
chr2-3195	chr2	231661846	231662756	+	231645997	NA	NA	NA	NA	NA								
chr2-3189	chr2	231613652	231614870	+	231592863	NA	NA	NA	NA	NA								
chr2-3190	chr2	231613652	231614870	+	231592863	NA	NA	NA	NA	NA								
chr2-3186	chr2	231604060	231605285	+	231592863	NA	NA	NA	NA	NA								
chr2-3187	chr2	231604060	231605285	+	231592863	NA	NA	NA	NA	NA								
chr2-3191	chr2	231613652	231614870	+	231592863	NA	NA	NA	NA	NA								
chr2-3192	chr2	231613652	231614870	+	231592863	NA	NA	NA	NA	NA								
chr2-3185	chr2	231601711	231601870	+	231592863	NA	NA	NA	NA	NA								
chr2-3188	chr2	231612315	231612875	+	231592863	NA	NA	NA	NA	NA								
chr2-3194	chr2	231614958	231615170	+	231592863	NA	NA	NA	NA	NA								
chr2-3193	chr2	231613652	231614870	+	231592863	NA	NA	NA	NA	NA								
chr2-3184	chr2	231545399	231545868	+	231559902	NA	NA	NA	NA	NA								
chr1-4697	chr1	231421007	231422769	+	231475955	NA	NA	NA	NA	NA								
chr2-3182	chr2	231463878	231465074	+	231460370	NA	NA	NA	NA	NA								
chr2-3181	chr2	231463878	231465074	+	231460370	NA	NA	NA	NA	NA								
chr2-3183	chr2	231463878	231465074	+	231460370	NA	NA	NA	NA	NA								
chr2-3180	chr2	231421581	231421983	+	231433922	NA	NA	NA	NA	NA								
chr1-4695	chr1	231393028	231393565	+	231363796	NA	NA	NA	NA	NA								
chr1-4696	chr1	231393028	231393565	+	231363796	NA	NA	NA	NA	NA								
chr1-4694	chr1	231353108	231353381	+	231363750	NA	NA	NA	NA	NA								
chr2-3178	chr2	231239732	231239810	+	231256096	NA	NA	NA	NA	NA								
chr2-3179	chr2	231296907	231297558	+	231256096	NA	NA	NA	NA	NA								
chr1-4693	chr1	231237448	231237779	+	231241206	NA	NA	NA	NA	NA								
chr1-4692	chr1	231201016	231201633	+	231184097	NA	NA	NA	NA	NA								
chr1-4691	chr1	231201016	231201633	+	231184097	NA	NA	NA	NA	NA								
chr2-3177	chr2	231046969	231047787	+	231052039	NA	NA	NA	NA	NA								
chr2-3176	chr2	231046969	231047787	+	231052039	NA	NA	NA	NA	NA								
chr1-4690	chr1	231031986	231032528	+	231021610	NA	NA	NA	NA	NA								
chr2-3174	chr2	230946943	230947491	+	230957592	NA	NA	NA	NA	NA								
chr2-3175	chr2	230946943	230947491	+	230957592	NA	NA	NA	NA	NA								
chr2-3173	chr2	230927110	230928573	+	230924566	NA	NA	NA	NA	NA								
chr2-3171	chr2	230897170	230897338	+	230907317	NA	NA	NA	NA	NA								
chr2-3172	chr2	230903814	230904031	+	230907317	NA	NA	NA	NA	NA								
chr1-4688	chr1	230856045	230856690	+	230868258	NA	NA	NA	NA	NA								
chr1-4687	chr1	230856045	230856690	+	230868258	NA	NA	NA	NA	NA								
chr1-4689	chr1	230863551	230863822	+	230868258	NA	NA	NA	NA	NA								
chr1-4686	chr1	230801404	230801794	+	230820249	NA	NA	NA	NA	NA								
chr2-3170	chr2	230738583	230738819	+	230752140	NA	NA	NA	NA	NA								
chr1-4685	chr1	230755254	230755990	+	230747383	NA	NA	NA	NA	NA								
chr1-4683	chr1	230713908	230714482	+	230710697	NA	NA	NA	NA	NA								
chr1-4684	chr1	230726019	230726433	+	230710697	NA	NA	NA	NA	NA								
chr1-4681	chr1	230668188	230668857	+	230690775	NA	NA	NA	NA	NA								
chr1-4682	chr1	230668188	230668857	+	230690775	NA	NA	NA	NA	NA								
chr1-4680	chr1	230668188	230668857	+	230690775	NA	NA	NA	NA	NA								
chr1-4669	chr1	230081538	230081938	+	230057989	NA	NA	NA	NA	NA								
chr1-4679	chr1	230154195	230154881	+	230057989	NA	NA	NA	NA	NA								
chr1-4677	chr1	230154195	230154881	+	230057989	NA	NA	NA	NA	NA								
chr1-4666	chr1	230066806	230068402	+	230057989	NA	NA	NA	NA	NA								
chr1-4670	chr1	230096488	230097122	+	230057989	NA	NA	NA	NA	NA								
chr1-4667	chr1	230079978	230080840	+	230057989	NA	NA	NA	NA	NA								
chr1-4672	chr1	230106263	230106692	+	230057989	NA	NA	NA	NA	NA								
chr1-4676	chr1	230120944	230121432	+	230057989	NA	NA	NA	NA	NA								
chr1-4671	chr1	230096488	230097122	+	230057989	NA	NA	NA	NA	NA								
chr1-4675	chr1	230113098	230114173	+	230057989	NA	NA	NA	NA	NA								
chr1-4678	chr1	230154195	230154881	+	230057989	NA	NA	NA	NA	NA								
chr1-4668	chr1	230079978	230080840	+	230057989	NA	NA	NA	NA	NA								
chr1-4674	chr1	230113098	230114173	+	230057989	NA	NA	NA	NA	NA								
chr1-4673	chr1	230113098	230114173	+	230057989	NA	NA	NA	NA	NA								
chr1-4662	chr1	229908861	229910460	+	230002371	NA	NA	NA	NA	NA								
chr1-4661	chr1	229908861	229910460	+	230002371	NA	NA	NA	NA	NA								
chr1-4660	chr1	229908861	229910460	+	230002371	NA	NA	NA	NA	NA								
chr1-4665	chr1	230013340	230013853	+	230002371	NA	NA	NA	NA	NA								
chr1-4663	chr1	229908861	229910460	+	230002371	NA	NA	NA	NA	NA								
chr1-4664	chr1	230010543	230011069	+	230002371	NA	NA	NA	NA	NA								
chr2-3168	chr2	229715734	229716222	+	229701793	NA	NA	NA	NA	NA								
chr2-3166	chr2	229714425	229714930	+	229701793	NA	NA	NA	NA	NA								
chr2-3167	chr2	229715013	229715508	+	229701793	NA	NA	NA	NA	NA								
chr2-3169	chr2	229715734	229716222	+	229701793	NA	NA	NA	NA	NA								
chr1-4659	chr1	229661416	229661719	+	229688998	NA	NA	NA	NA	NA								
chr2-3165	chr2	229586971	229587591	+	229606237	NA	NA	NA	NA	NA								
chr1-4658	chr1	229482506	229482659	+	229508368	NA	NA	NA	NA	NA								
chr2-3163	chr2	229419190	229419847	+	229407357	NA	NA	NA	NA	NA								
chr2-3164	chr2	229431122	229431462	+	229407357	NA	NA	NA	NA	NA								
chr2-3161	chr2	229343040	229344393	+	229331235	NA	NA	NA	NA	NA								
chr2-3162	chr2	229343040	229344393	+	229331235	NA	NA	NA	NA	NA								
chr1-4657	chr1	229341752	229343139	+	229321010	NA	NA	NA	NA	NA								
chr1-4656	chr1	229341752	229343139	+	229321010	NA	NA	NA	NA	NA								
chr1-4655	chr1	229341752	229343139	+	229321010	NA	NA	NA	NA	NA								
chr1-4654	chr1	229341752	229343139	+	229321010	NA	NA	NA	NA	NA								
chr2-3154	chr2	229270943	229272302	+	229236339	NA	NA	NA	NA	NA								
chr2-3148	chr2	229265549	229266343	+	229236339	NA	NA	NA	NA	NA								
chr2-3153	chr2	229270943	229272302	+	229236339	NA	NA	NA	NA	NA								
chr2-3145	chr2	229261947	229262619	+	229236339	NA	NA	NA	NA	NA								
chr2-3158	chr2	229272494	229272935	+	229236339	NA	NA	NA	NA	NA								
chr2-3155	chr2	229270943	229272302	+	229236339	NA	NA	NA	NA	NA								
chr2-3143	chr2	229252012	229253018	+	229236339	NA	NA	NA	NA	NA								
chr2-3144	chr2	229252012	229253018	+	229236339	NA	NA	NA	NA	NA								
chr2-3150	chr2	229265549	229266343	+	229236339	NA	NA	NA	NA	NA								
chr2-3157	chr2	229270943	229272302	+	229236339	NA	NA	NA	NA	NA								
chr2-3149	chr2	229265549	229266343	+	229236339	NA	NA	NA	NA	NA								
chr2-3151	chr2	229265549	229266343	+	229236339	NA	NA	NA	NA	NA								
chr2-3160	chr2	229273618	229274052	+	229236339	NA	NA	NA	NA	NA								
chr2-3152	chr2	229269889	229270040	+	229236339	NA	NA	NA	NA	NA								
chr2-3156	chr2	229270943	229272302	+	229236339	NA	NA	NA	NA	NA								
chr2-3141	chr2	229226406	229226797	+	229236339	NA	NA	NA	NA	NA								
chr2-3142	chr2	229252012	229253018	+	229236339	NA	NA	NA	NA	NA								
chr2-3146	chr2	229261947	229262619	+	229236339	NA	NA	NA	NA	NA								
chr2-3140	chr2	229133231	229133644	+	229236339	NA	NA	NA	NA	NA								
chr2-3147	chr2	229265070	229265494	+	229236339	NA	NA	NA	NA	NA								
chr2-3159	chr2	229273618	229274052	+	229236339	NA	NA	NA	NA	NA								
chr1-4652	chr1	228996931	228998055	+	229022772	NA	NA	NA	NA	NA								
chr1-4653	chr1	228996931	228998055	+	229022772	NA	NA	NA	NA	NA								
chr2-3138	chr2	229025703	229026198	+	229003885	NA	NA	NA	NA	NA								
chr2-3139	chr2	229037940	229038248	+	229003885	NA	NA	NA	NA	NA								
chr1-4646	chr1	228830345	228831300	+	228858009	NA	NA	NA	NA	NA								
chr1-4647	chr1	228836218	228837030	+	228858009	NA	NA	NA	NA	NA								
chr1-4649	chr1	228838537	228839385	+	228858009	NA	NA	NA	NA	NA								
chr1-4650	chr1	228838537	228839385	+	228858009	NA	NA	NA	NA	NA								
chr1-4651	chr1	228838537	228839385	+	228858009	NA	NA	NA	NA	NA								
chr1-4645	chr1	228830345	228831300	+	228858009	NA	NA	NA	NA	NA								
chr1-4648	chr1	228838537	228839385	+	228858009	NA	NA	NA	NA	NA								
chr2-3135	chr2	228881207	228881853	+	228850525	NA	NA	NA	NA	NA								
chr2-3137	chr2	228881207	228881853	+	228850525	NA	NA	NA	NA	NA								
chr2-3136	chr2	228881207	228881853	+	228850525	NA	NA	NA	NA	NA								
chr1-4644	chr1	228769240	228769690	+	228776311	NA	NA	NA	NA	NA								
chr1-4642	chr1	228744000	228744436	+	228735478	NA	NA	NA	NA	NA								
chr1-4641	chr1	228737620	228737947	+	228735478	NA	NA	NA	NA	NA								
chr1-4640	chr1	228717022	228717692	+	228735478	NA	NA	NA	NA	NA								
chr1-4639	chr1	228717022	228717692	+	228735478	NA	NA	NA	NA	NA								
chr1-4643	chr1	228744000	228744436	+	228735478	NA	NA	NA	NA	NA								
chr2-3134	chr2	228699461	228699704	+	228683536	NA	NA	NA	NA	NA								
chr2-3133	chr2	228657961	228658129	+	228683536	NA	NA	NA	NA	NA								
chr1-4638	chr1	228004149	228004538	+	228006997	NA	NA	NA	NA	NA								
chr1-4637	chr1	227953954	227954165	+	227941589	NA	NA	NA	NA	NA								
chr1-4636	chr1	227947544	227948351	+	227941589	NA	NA	NA	NA	NA								
chr1-4634	chr1	227946658	227947095	+	227941589	NA	NA	NA	NA	NA								
chr1-4635	chr1	227946658	227947095	+	227941589	NA	NA	NA	NA	NA								
chr1-4632	chr1	227921872	227922397	+	227918655	NA	NA	NA	NA	NA								
chr1-4633	chr1	227921872	227922397	+	227918655	NA	NA	NA	NA	NA								
chr2-3131	chr2	227766184	227766604	+	227763051	NA	NA	NA	NA	NA								
chr2-3132	chr2	227766184	227766604	+	227763051	NA	NA	NA	NA	NA								
chr1-4630	chr1	227734640	227736019	+	227730424	NA	NA	NA	NA	NA								
chr1-4629	chr1	227734640	227736019	+	227730424	NA	NA	NA	NA	NA								
chr1-4631	chr1	227734640	227736019	+	227730424	NA	NA	NA	NA	NA								
chr1-4628	chr1	227734640	227736019	+	227730424	NA	NA	NA	NA	NA								
chr2-3130	chr2	227450999	227451685	+	227472131	NA	NA	NA	NA	NA								
chr2-3129	chr2	227450999	227451685	+	227472131	NA	NA	NA	NA	NA								
chr1-4627	chr1	227451588	227452185	+	227434063	NA	NA	NA	NA	NA								
chr1-4626	chr1	227441091	227441348	+	227434063	NA	NA	NA	NA	NA								
chr1-4625	chr1	227437745	227437978	+	227434063	NA	NA	NA	NA	NA								
chr2-3128	chr2	227406236	227406620	+	227387682	NA	NA	NA	NA	NA								
chr1-4620	chr1	227317656	227319110	+	227280448	NA	NA	NA	NA	NA								
chr1-4622	chr1	227317656	227319110	+	227280448	NA	NA	NA	NA	NA								
chr1-4621	chr1	227317656	227319110	+	227280448	NA	NA	NA	NA	NA								
chr1-4624	chr1	227328136	227329248	+	227280448	NA	NA	NA	NA	NA								
chr1-4623	chr1	227328136	227329248	+	227280448	NA	NA	NA	NA	NA								
chr1-4618	chr1	227220025	227220713	+	227234268	NA	NA	NA	NA	NA								
chr1-4619	chr1	227220025	227220713	+	227234268	NA	NA	NA	NA	NA								
chr2-3125	chr2	227237842	227238586	+	227221051	NA	NA	NA	NA	NA								
chr2-3127	chr2	227237842	227238586	+	227221051	NA	NA	NA	NA	NA								
chr2-3126	chr2	227237842	227238586	+	227221051	NA	NA	NA	NA	NA								
chr2-3124	chr2	227182503	227183123	+	227164623	NA	NA	NA	NA	NA								
chr2-3123	chr2	227182503	227183123	+	227164623	NA	NA	NA	NA	NA								
chr2-3121	chr2	227129938	227130200	+	227164623	NA	NA	NA	NA	NA								
chr2-3122	chr2	227167113	227167548	+	227164623	NA	NA	NA	NA	NA								
chr1-4617	chr1	226974817	226975348	+	226989864	NA	NA	NA	NA	NA								
chr2-3119	chr2	226985397	226985832	+	226968988	NA	NA	NA	NA	NA								
chr2-3120	chr2	226985397	226985832	+	226968988	NA	NA	NA	NA	NA								
chr2-3118	chr2	226977982	226978218	+	226968988	NA	NA	NA	NA	NA								
chr1-4616	chr1	226973824	226974102	+	226958068	NA	NA	NA	NA	NA								
chr1-4614	chr1	226919670	226920306	+	226940285	NA	NA	NA	NA	NA								
chr1-4613	chr1	226919670	226920306	+	226940285	NA	NA	NA	NA	NA								
chr1-4615	chr1	226920475	226921114	+	226940285	NA	NA	NA	NA	NA								
chr1-4609	chr1	226891104	226891732	+	226870183	NA	NA	NA	NA	NA								
chr1-4610	chr1	226894667	226895072	+	226870183	NA	NA	NA	NA	NA								
chr1-4608	chr1	226891104	226891732	+	226870183	NA	NA	NA	NA	NA								
chr1-4611	chr1	226894667	226895072	+	226870183	NA	NA	NA	NA	NA								
chr1-4612	chr1	226897268	226897506	+	226870183	NA	NA	NA	NA	NA								
chr2-3117	chr2	226792677	226792963	+	226800145	NA	NA	NA	NA	NA								
chr2-3116	chr2	226792238	226792653	+	226800145	NA	NA	NA	NA	NA								
chr2-3115	chr2	226791496	226792070	+	226800145	NA	NA	NA	NA	NA								
chr2-3114	chr2	226791496	226792070	+	226800145	NA	NA	NA	NA	NA								
chr2-3113	chr2	226769106	226769468	+	226800145	NA	NA	NA	NA	NA								
chr1-4606	chr1	226738068	226739142	+	226781500	NA	NA	NA	NA	NA								
chr1-4607	chr1	226738068	226739142	+	226781500	NA	NA	NA	NA	NA								
chr1-4605	chr1	226738068	226739142	+	226781500	NA	NA	NA	NA	NA								
chr1-4604	chr1	226738068	226739142	+	226781500	NA	NA	NA	NA	NA								
chr2-3110	chr2	226737461	226738026	+	226731311	NA	NA	NA	NA	NA								
chr2-3112	chr2	226746290	226747219	+	226731311	NA	NA	NA	NA	NA								
chr2-3111	chr2	226737461	226738026	+	226731311	NA	NA	NA	NA	NA								
chr1-4601	chr1	226679902	226680907	+	226668896	NA	NA	NA	NA	NA								
chr1-4598	chr1	226677154	226677692	+	226668896	NA	NA	NA	NA	NA								
chr1-4602	chr1	226703176	226703852	+	226668896	NA	NA	NA	NA	NA								
chr1-4600	chr1	226679902	226680907	+	226668896	NA	NA	NA	NA	NA								
chr1-4597	chr1	226677154	226677692	+	226668896	NA	NA	NA	NA	NA								
chr1-4603	chr1	226703176	226703852	+	226668896	NA	NA	NA	NA	NA								
chr1-4599	chr1	226679902	226680907	+	226668896	NA	NA	NA	NA	NA								
chr2-3103	chr2	226661537	226662043	+	226658709	NA	NA	NA	NA	NA								
chr2-3104	chr2	226666906	226667725	+	226658709	NA	NA	NA	NA	NA								
chr2-3099	chr2	226515374	226515975	+	226658709	NA	NA	NA	NA	NA								
chr2-3097	chr2	226495404	226496035	+	226658709	NA	NA	NA	NA	NA								
chr2-3092	chr2	226439781	226440438	+	226658709	NA	NA	NA	NA	NA								
chr2-3096	chr2	226495404	226496035	+	226658709	NA	NA	NA	NA	NA								
chr2-3105	chr2	226671016	226671740	+	226658709	NA	NA	NA	NA	NA								
chr2-3108	chr2	226677214	226677697	+	226658709	NA	NA	NA	NA	NA								
chr2-3091	chr2	226421905	226422614	+	226658709	NA	NA	NA	NA	NA								
chr2-3106	chr2	226671016	226671740	+	226658709	NA	NA	NA	NA	NA								
chr2-3095	chr2	226486537	226487027	+	226658709	NA	NA	NA	NA	NA								
chr2-3102	chr2	226655389	226656030	+	226658709	NA	NA	NA	NA	NA								
chr2-3101	chr2	226654703	226655202	+	226658709	NA	NA	NA	NA	NA								
chr2-3098	chr2	226495404	226496035	+	226658709	NA	NA	NA	NA	NA								
chr2-3107	chr2	226671016	226671740	+	226658709	NA	NA	NA	NA	NA								
chr2-3100	chr2	226654703	226655202	+	226658709	NA	NA	NA	NA	NA								
chr2-3109	chr2	226677214	226677697	+	226658709	NA	NA	NA	NA	NA								
chr2-3094	chr2	226439781	226440438	+	226658709	NA	NA	NA	NA	NA								
chr2-3093	chr2	226439781	226440438	+	226658709	NA	NA	NA	NA	NA								
chr1-4594	chr1	226633909	226634442	+	226631689	NA	NA	NA	NA	NA								
chr1-4595	chr1	226633909	226634442	+	226631689	NA	NA	NA	NA	NA								
chr1-4596	chr1	226637702	226638116	+	226631689	NA	NA	NA	NA	NA								
chr1-4593	chr1	226424560	226425082	+	226411614	NA	NA	NA	NA	NA								
chr1-4590	chr1	226407433	226408842	+	226411614	NA	NA	NA	NA	NA								
chr1-4592	chr1	226424560	226425082	+	226411614	NA	NA	NA	NA	NA								
chr1-4591	chr1	226407433	226408842	+	226411614	NA	NA	NA	NA	NA								
chr1-4584	chr1	226308360	226309994	+	226318014	NA	NA	NA	NA	NA								
chr1-4588	chr1	226308360	226309994	+	226318014	NA	NA	NA	NA	NA								
chr1-4585	chr1	226308360	226309994	+	226318014	NA	NA	NA	NA	NA								
chr1-4586	chr1	226308360	226309994	+	226318014	NA	NA	NA	NA	NA								
chr1-4587	chr1	226308360	226309994	+	226318014	NA	NA	NA	NA	NA								
chr1-4589	chr1	226308360	226309994	+	226318014	NA	NA	NA	NA	NA								
chr1-4583	chr1	226210033	226210462	+	226223617	NA	NA	NA	NA	NA								
chr1-4582	chr1	226203579	226204175	+	226188869	NA	NA	NA	NA	NA								
chr2-3089	chr2	226190972	226192225	+	226180043	NA	NA	NA	NA	NA								
chr2-3090	chr2	226190972	226192225	+	226180043	NA	NA	NA	NA	NA								
chr2-3088	chr2	226190972	226192225	+	226180043	NA	NA	NA	NA	NA								
chr1-4579	chr1	226109541	226110925	+	226127177	NA	NA	NA	NA	NA								
chr1-4581	chr1	226121423	226122878	+	226127177	NA	NA	NA	NA	NA								
chr1-4578	chr1	226109541	226110925	+	226127177	NA	NA	NA	NA	NA								
chr1-4580	chr1	226121423	226122878	+	226127177	NA	NA	NA	NA	NA								
chr1-4577	chr1	226002801	226003119	+	225999614	NA	NA	NA	NA	NA								
chr2-3086	chr2	225889309	225889840	+	225992980	NA	NA	NA	NA	NA								
chr2-3087	chr2	225889309	225889840	+	225992980	NA	NA	NA	NA	NA								
chr1-4576	chr1	225987633	225987890	+	225982701	NA	NA	NA	NA	NA								
chr1-4575	chr1	225907376	225907871	+	225919876	NA	NA	NA	NA	NA								
chr1-4569	chr1	225877183	225877836	+	225886281	NA	NA	NA	NA	NA								
chr1-4570	chr1	225881755	225883116	+	225886281	NA	NA	NA	NA	NA								
chr1-4567	chr1	225871213	225872003	+	225886281	NA	NA	NA	NA	NA								
chr1-4572	chr1	225881755	225883116	+	225886281	NA	NA	NA	NA	NA								
chr1-4571	chr1	225881755	225883116	+	225886281	NA	NA	NA	NA	NA								
chr1-4568	chr1	225877183	225877836	+	225886281	NA	NA	NA	NA	NA								
chr1-4574	chr1	225881755	225883116	+	225886281	NA	NA	NA	NA	NA								
chr1-4573	chr1	225881755	225883116	+	225886281	NA	NA	NA	NA	NA								
chr1-4566	chr1	225865330	225865865	+	225845535	NA	NA	NA	NA	NA								
chr1-4565	chr1	225847804	225848325	+	225845535	NA	NA	NA	NA	NA								
chr1-4562	chr1	225825107	225825967	+	225840882	NA	NA	NA	NA	NA								
chr1-4563	chr1	225825107	225825967	+	225840882	NA	NA	NA	NA	NA								
chr1-4564	chr1	225825116	225825615	+	225810123	NA	NA	NA	NA	NA								
chr1-4561	chr1	225771934	225772230	+	225777812	NA	NA	NA	NA	NA								
chr1-4560	chr1	225751660	225752136	+	225741274	NA	NA	NA	NA	NA								
chr2-3085	chr2	224650773	224651159	+	224703763	NA	NA	NA	NA	NA								
chr1-4559	chr1	224516754	224517427	+	224574433	NA	NA	NA	NA	NA								
chr1-4557	chr1	224513094	224514091	+	224574433	NA	NA	NA	NA	NA								
chr1-4556	chr1	224504587	224504777	+	224574433	NA	NA	NA	NA	NA								
chr1-4558	chr1	224516754	224517427	+	224574433	NA	NA	NA	NA	NA								
chr2-3081	chr2	224584357	224585678	+	224499386	NA	NA	NA	NA	NA								
chr2-3082	chr2	224584357	224585678	+	224499386	NA	NA	NA	NA	NA								
chr2-3080	chr2	224584357	224585678	+	224499386	NA	NA	NA	NA	NA								
