PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_promoters.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr1-3676	chr1	234599700	234600885	+	234599567	NA	NA	NA	NA	NA								
chr1-3675	chr1	234532482	234532960	+	234531337	NA	NA	NA	NA	NA								
chr1-3674	chr1	234528570	234528886	+	234527886	NA	NA	NA	NA	NA								
chr2-2671	chr2	234446272	234446989	+	234444589	NA	NA	NA	NA	NA								
chr1-3673	chr1	234373017	234374086	+	234373455	NA	NA	NA	NA	NA								
chr1-3671	chr1	234373017	234374086	+	234373455	NA	NA	NA	NA	NA								
chr1-3672	chr1	234373017	234374086	+	234373455	NA	NA	NA	NA	NA								
chr1-3670	chr1	234262498	234263128	+	234261705	NA	NA	NA	NA	NA								
chr1-3669	chr1	234262498	234263128	+	234261705	NA	NA	NA	NA	NA								
chr1-3666	chr1	234213819	234214700	+	234212605	NA	NA	NA	NA	NA								
chr1-3667	chr1	234213819	234214700	+	234212605	NA	NA	NA	NA	NA								
chr1-3668	chr1	234213819	234214700	+	234212605	NA	NA	NA	NA	NA								
chr1-3665	chr1	234212797	234213053	+	234212605	NA	NA	NA	NA	NA								
chr2-2670	chr2	234081976	234082937	+	234082258	NA	NA	NA	NA	NA								
chr2-2668	chr2	233976719	233977567	+	233977871	NA	NA	NA	NA	NA								
chr2-2669	chr2	233976719	233977567	+	233977871	NA	NA	NA	NA	NA								
chr2-2667	chr2	233976719	233977567	+	233977871	NA	NA	NA	NA	NA								
chr2-2665	chr2	233760039	233760493	+	233760269	NA	NA	NA	NA	NA								
chr2-2664	chr2	233760039	233760493	+	233760269	NA	NA	NA	NA	NA								
chr2-2666	chr2	233761370	233761722	+	233760269	NA	NA	NA	NA	NA								
chr2-2661	chr2	233736312	233737391	+	233738951	NA	NA	NA	NA	NA								
chr2-2662	chr2	233736312	233737391	+	233738951	NA	NA	NA	NA	NA								
chr2-2663	chr2	233736312	233737391	+	233738951	NA	NA	NA	NA	NA								
chr2-2659	chr2	233728472	233729575	+	233729041	NA	NA	NA	NA	NA								
chr2-2660	chr2	233728472	233729575	+	233729041	NA	NA	NA	NA	NA								
chr2-2658	chr2	233718341	233719170	+	233718735	NA	NA	NA	NA	NA								
chr2-2657	chr2	233711429	233711907	+	233712906	NA	NA	NA	NA	NA								
chr2-2656	chr2	233693717	233694353	+	233693433	NA	NA	NA	NA	NA								
chr2-2654	chr2	233692350	233693030	+	233693433	NA	NA	NA	NA	NA								
chr2-2655	chr2	233692350	233693030	+	233693433	NA	NA	NA	NA	NA								
chr2-2652	chr2	233671257	233672222	+	233671897	NA	NA	NA	NA	NA								
chr2-2653	chr2	233671257	233672222	+	233671897	NA	NA	NA	NA	NA								
chr1-3654	chr1	233613397	233614788	+	233614105	NA	NA	NA	NA	NA								
chr1-3658	chr1	233613397	233614788	+	233614105	NA	NA	NA	NA	NA								
chr1-3662	chr1	233613397	233614788	+	233614105	NA	NA	NA	NA	NA								
chr1-3656	chr1	233613397	233614788	+	233614105	NA	NA	NA	NA	NA								
chr1-3660	chr1	233613397	233614788	+	233614105	NA	NA	NA	NA	NA								
chr1-3663	chr1	233615069	233615541	+	233614105	NA	NA	NA	NA	NA								
chr1-3664	chr1	233615069	233615541	+	233614105	NA	NA	NA	NA	NA								
chr1-3653	chr1	233613397	233614788	+	233613569	NA	NA	NA	NA	NA								
chr1-3655	chr1	233613397	233614788	+	233613569	NA	NA	NA	NA	NA								
chr1-3661	chr1	233613397	233614788	+	233613569	NA	NA	NA	NA	NA								
chr1-3659	chr1	233613397	233614788	+	233613569	NA	NA	NA	NA	NA								
chr1-3657	chr1	233613397	233614788	+	233613569	NA	NA	NA	NA	NA								
chr2-2648	chr2	233353150	233353474	+	233354493	NA	NA	NA	NA	NA								
chr2-2651	chr2	233353674	233354962	+	233354493	NA	NA	NA	NA	NA								
chr2-2649	chr2	233353674	233354962	+	233354493	NA	NA	NA	NA	NA								
chr2-2650	chr2	233353674	233354962	+	233354493	NA	NA	NA	NA	NA								
chr2-2647	chr2	233348910	233349501	+	233351131	NA	NA	NA	NA	NA								
chr1-3652	chr1	233326956	233328803	+	233327723	NA	NA	NA	NA	NA								
chr1-3651	chr1	233326956	233328803	+	233327723	NA	NA	NA	NA	NA								
chr1-3649	chr1	233326956	233328803	+	233327723	NA	NA	NA	NA	NA								
chr1-3650	chr1	233326956	233328803	+	233327723	NA	NA	NA	NA	NA								
chr1-3647	chr1	233326956	233328803	+	233327723	NA	NA	NA	NA	NA								
chr1-3648	chr1	233326956	233328803	+	233327723	NA	NA	NA	NA	NA								
chr2-2645	chr2	233059680	233061007	+	233059966	NA	NA	NA	NA	NA								
chr2-2644	chr2	233059680	233061007	+	233059966	NA	NA	NA	NA	NA								
chr2-2646	chr2	233059680	233061007	+	233059966	NA	NA	NA	NA	NA								
chr2-2642	chr2	233012317	233013531	+	233012613	NA	NA	NA	NA	NA								
chr2-2643	chr2	233012317	233013531	+	233012613	NA	NA	NA	NA	NA								
chr1-3646	chr1	232950145	232951134	+	232950604	NA	NA	NA	NA	NA								
chr1-3645	chr1	232950145	232951134	+	232950604	NA	NA	NA	NA	NA								
chr1-3644	chr1	232950145	232951134	+	232950604	NA	NA	NA	NA	NA								
chr2-2641	chr2	232856380	232857563	+	232857269	NA	NA	NA	NA	NA								
chr2-2640	chr2	232856380	232857563	+	232857269	NA	NA	NA	NA	NA								
chr1-3641	chr1	232804878	232806165	+	232805415	NA	NA	NA	NA	NA								
chr1-3642	chr1	232804878	232806165	+	232805415	NA	NA	NA	NA	NA								
chr1-3643	chr1	232804878	232806165	+	232805415	NA	NA	NA	NA	NA								
chr2-2638	chr2	232696858	232698026	+	232697298	NA	NA	NA	NA	NA								
chr2-2639	chr2	232696858	232698026	+	232697298	NA	NA	NA	NA	NA								
chr2-2637	chr2	232605712	232606587	+	232606056	NA	NA	NA	NA	NA								
chr2-2636	chr2	232605712	232606587	+	232606056	NA	NA	NA	NA	NA								
chr2-2634	chr2	232580402	232581163	+	232580947	NA	NA	NA	NA	NA								
chr2-2635	chr2	232580402	232581163	+	232580947	NA	NA	NA	NA	NA								
chr2-2633	chr2	232550150	232551277	+	232550658	NA	NA	NA	NA	NA								
chr2-2631	chr2	232550150	232551277	+	232550658	NA	NA	NA	NA	NA								
chr2-2630	chr2	232550150	232551277	+	232550473	NA	NA	NA	NA	NA								
chr2-2632	chr2	232550150	232551277	+	232550473	NA	NA	NA	NA	NA								
chr2-2628	chr2	232521996	232522552	+	232520387	NA	NA	NA	NA	NA								
chr2-2629	chr2	232521996	232522552	+	232520387	NA	NA	NA	NA	NA								
chr2-2626	chr2	232440581	232440872	+	232442033	NA	NA	NA	NA	NA								
chr2-2627	chr2	232443723	232443974	+	232442033	NA	NA	NA	NA	NA								
chr2-2625	chr2	231961117	231962204	+	231961244	NA	NA	NA	NA	NA								
chr2-2624	chr2	231961117	231962204	+	231961244	NA	NA	NA	NA	NA								
chr2-2623	chr2	231961117	231962204	+	231961244	NA	NA	NA	NA	NA								
chr2-2621	chr2	231780812	231781882	+	231781670	NA	NA	NA	NA	NA								
chr2-2622	chr2	231780812	231781882	+	231781670	NA	NA	NA	NA	NA								
chr2-2620	chr2	231780812	231781882	+	231781670	NA	NA	NA	NA	NA								
chr2-2619	chr2	231713817	231714100	+	231713313	NA	NA	NA	NA	NA								
chr2-2618	chr2	231710153	231710574	+	231711524	NA	NA	NA	NA	NA								
chr2-2615	chr2	231706780	231707472	+	231706894	NA	NA	NA	NA	NA								
chr2-2617	chr2	231707619	231708641	+	231706894	NA	NA	NA	NA	NA								
chr2-2616	chr2	231706780	231707472	+	231706894	NA	NA	NA	NA	NA								
chr1-3637	chr1	231626377	231627990	+	231626789	NA	NA	NA	NA	NA								
chr1-3639	chr1	231626377	231627990	+	231626789	NA	NA	NA	NA	NA								
chr1-3638	chr1	231626377	231627990	+	231626789	NA	NA	NA	NA	NA								
chr1-3640	chr1	231626377	231627990	+	231626789	NA	NA	NA	NA	NA								
chr1-3636	chr1	231590411	231590962	+	231591291	NA	NA	NA	NA	NA								
chr2-2614	chr2	231557774	231558202	+	231559902	NA	NA	NA	NA	NA								
chr1-3633	chr1	231528018	231529127	+	231528652	NA	NA	NA	NA	NA								
chr1-3635	chr1	231528018	231529127	+	231528652	NA	NA	NA	NA	NA								
chr1-3631	chr1	231528018	231529127	+	231528652	NA	NA	NA	NA	NA								
chr1-3630	chr1	231528018	231529127	+	231528540	NA	NA	NA	NA	NA								
chr1-3634	chr1	231528018	231529127	+	231528540	NA	NA	NA	NA	NA								
chr1-3632	chr1	231528018	231529127	+	231528540	NA	NA	NA	NA	NA								
chr2-2613	chr2	231517611	231517786	+	231518581	NA	NA	NA	NA	NA								
chr2-2610	chr2	231361767	231363126	+	231362707	NA	NA	NA	NA	NA								
chr2-2608	chr2	231361767	231363126	+	231362707	NA	NA	NA	NA	NA								
chr2-2611	chr2	231361767	231363126	+	231362707	NA	NA	NA	NA	NA								
chr2-2612	chr2	231361767	231363126	+	231362707	NA	NA	NA	NA	NA								
chr2-2609	chr2	231361767	231363126	+	231362707	NA	NA	NA	NA	NA								
chr2-2607	chr2	231361036	231361396	+	231362707	NA	NA	NA	NA	NA								
chr1-3626	chr1	231337183	231338702	+	231337103	NA	NA	NA	NA	NA								
chr1-3629	chr1	231337183	231338702	+	231337103	NA	NA	NA	NA	NA								
chr1-3627	chr1	231337183	231338702	+	231337103	NA	NA	NA	NA	NA								
chr1-3628	chr1	231337183	231338702	+	231337103	NA	NA	NA	NA	NA								
chr1-3622	chr1	231240578	231241950	+	231241206	NA	NA	NA	NA	NA								
chr1-3625	chr1	231240578	231241950	+	231241206	NA	NA	NA	NA	NA								
chr1-3624	chr1	231240578	231241950	+	231241206	NA	NA	NA	NA	NA								
chr1-3623	chr1	231240578	231241950	+	231241206	NA	NA	NA	NA	NA								
chr2-2605	chr2	231198133	231198989	+	231198545	NA	NA	NA	NA	NA								
chr2-2606	chr2	231198133	231198989	+	231198545	NA	NA	NA	NA	NA								
chr1-3621	chr1	231161963	231162669	+	231162057	NA	NA	NA	NA	NA								
chr1-3620	chr1	231161963	231162669	+	231162057	NA	NA	NA	NA	NA								
chr2-2603	chr2	231133214	231134101	+	231133461	NA	NA	NA	NA	NA								
chr2-2604	chr2	231133214	231134101	+	231133461	NA	NA	NA	NA	NA								
chr2-2601	chr2	231056461	231057231	+	231056844	NA	NA	NA	NA	NA								
chr2-2602	chr2	231056461	231057231	+	231056844	NA	NA	NA	NA	NA								
chr2-2600	chr2	231056461	231057231	+	231056844	NA	NA	NA	NA	NA								
chr2-2598	chr2	231052525	231053190	+	231052039	NA	NA	NA	NA	NA								
chr2-2599	chr2	231052525	231053190	+	231052039	NA	NA	NA	NA	NA								
chr2-2597	chr2	231050245	231050931	+	231052039	NA	NA	NA	NA	NA								
chr2-2595	chr2	231037332	231037858	+	231037522	NA	NA	NA	NA	NA								
chr2-2596	chr2	231037332	231037858	+	231037522	NA	NA	NA	NA	NA								
chr1-3617	chr1	230978111	230979406	+	230978980	NA	NA	NA	NA	NA								
chr1-3619	chr1	230978111	230979406	+	230978980	NA	NA	NA	NA	NA								
chr1-3618	chr1	230978111	230979406	+	230978980	NA	NA	NA	NA	NA								
chr1-3616	chr1	230867839	230869162	+	230868258	NA	NA	NA	NA	NA								
chr1-3615	chr1	230867839	230869162	+	230868258	NA	NA	NA	NA	NA								
chr1-3613	chr1	230867839	230869162	+	230868258	NA	NA	NA	NA	NA								
chr1-3614	chr1	230867839	230869162	+	230868258	NA	NA	NA	NA	NA								
chr1-3612	chr1	230867839	230869162	+	230868258	NA	NA	NA	NA	NA								
chr2-2594	chr2	230864478	230865329	+	230864638	NA	NA	NA	NA	NA								
chr2-2593	chr2	230864478	230865329	+	230864638	NA	NA	NA	NA	NA								
chr2-2592	chr2	230712279	230714064	+	230712841	NA	NA	NA	NA	NA								
chr2-2591	chr2	230712279	230714064	+	230712841	NA	NA	NA	NA	NA								
chr2-2590	chr2	230712279	230714064	+	230712841	NA	NA	NA	NA	NA								
chr1-3610	chr1	230708362	230709185	+	230710697	NA	NA	NA	NA	NA								
chr1-3611	chr1	230708362	230709185	+	230710697	NA	NA	NA	NA	NA								
chr1-3609	chr1	230642096	230643040	+	230642480	NA	NA	NA	NA	NA								
chr1-3608	chr1	230642096	230643040	+	230642480	NA	NA	NA	NA	NA								
chr2-2588	chr2	230520149	230521194	+	230520593	NA	NA	NA	NA	NA								
chr2-2589	chr2	230520149	230521194	+	230520593	NA	NA	NA	NA	NA								
chr2-2587	chr2	230520149	230521194	+	230520593	NA	NA	NA	NA	NA								
chr2-2585	chr2	230512810	230513860	+	230515022	NA	NA	NA	NA	NA								
chr2-2584	chr2	230512810	230513860	+	230515022	NA	NA	NA	NA	NA								
chr2-2586	chr2	230512810	230513860	+	230515022	NA	NA	NA	NA	NA								
chr1-3606	chr1	230425805	230426892	+	230426490	NA	NA	NA	NA	NA								
chr1-3607	chr1	230425805	230426892	+	230426490	NA	NA	NA	NA	NA								
chr1-3605	chr1	230425805	230426892	+	230426490	NA	NA	NA	NA	NA								
chr2-2582	chr2	230415915	230416359	+	230415941	NA	NA	NA	NA	NA								
chr2-2583	chr2	230416440	230416829	+	230415941	NA	NA	NA	NA	NA								
chr2-2581	chr2	230411497	230412296	+	230410699	NA	NA	NA	NA	NA								
chr2-2580	chr2	230411497	230412296	+	230410699	NA	NA	NA	NA	NA								
chr2-2579	chr2	230326599	230327872	+	230327183	NA	NA	NA	NA	NA								
chr2-2578	chr2	230326599	230327872	+	230327183	NA	NA	NA	NA	NA								
chr1-3601	chr1	230002271	230002883	+	230002371	NA	NA	NA	NA	NA								
chr1-3602	chr1	230002271	230002883	+	230002371	NA	NA	NA	NA	NA								
chr1-3603	chr1	230004321	230004828	+	230002371	NA	NA	NA	NA	NA								
chr1-3600	chr1	230000499	230000787	+	230002371	NA	NA	NA	NA	NA								
chr1-3604	chr1	230004321	230004828	+	230002371	NA	NA	NA	NA	NA								
chr2-2576	chr2	229921155	229922983	+	229922301	NA	NA	NA	NA	NA								
chr2-2577	chr2	229921155	229922983	+	229922301	NA	NA	NA	NA	NA								
chr2-2574	chr2	229921155	229922983	+	229922301	NA	NA	NA	NA	NA								
chr2-2573	chr2	229921155	229922983	+	229922301	NA	NA	NA	NA	NA								
chr2-2575	chr2	229921155	229922983	+	229922301	NA	NA	NA	NA	NA								
chr1-3599	chr1	229625048	229626728	+	229626246	NA	NA	NA	NA	NA								
chr1-3596	chr1	229625048	229626728	+	229626246	NA	NA	NA	NA	NA								
chr1-3597	chr1	229625048	229626728	+	229626246	NA	NA	NA	NA	NA								
chr1-3595	chr1	229625048	229626728	+	229626246	NA	NA	NA	NA	NA								
chr1-3598	chr1	229625048	229626728	+	229626246	NA	NA	NA	NA	NA								
chr1-3594	chr1	229514323	229514984	+	229516581	NA	NA	NA	NA	NA								
chr1-3592	chr1	229507727	229508819	+	229508368	NA	NA	NA	NA	NA								
chr1-3591	chr1	229507727	229508819	+	229508368	NA	NA	NA	NA	NA								
chr1-3593	chr1	229507727	229508819	+	229508368	NA	NA	NA	NA	NA								
chr2-2572	chr2	229408342	229408848	+	229407357	NA	NA	NA	NA	NA								
chr2-2571	chr2	229330802	229331484	+	229331235	NA	NA	NA	NA	NA								
chr1-3589	chr1	229270467	229271672	+	229271061	NA	NA	NA	NA	NA								
chr1-3588	chr1	229270467	229271672	+	229271061	NA	NA	NA	NA	NA								
chr1-3590	chr1	229270467	229271672	+	229271061	NA	NA	NA	NA	NA								
chr1-3586	chr1	229257919	229258957	+	229256891	NA	NA	NA	NA	NA								
chr1-3587	chr1	229257919	229258957	+	229256891	NA	NA	NA	NA	NA								
chr1-3585	chr1	229257919	229258957	+	229256891	NA	NA	NA	NA	NA								
chr1-3583	chr1	229221083	229222074	+	229223456	NA	NA	NA	NA	NA								
chr1-3584	chr1	229221083	229222074	+	229223456	NA	NA	NA	NA	NA								
chr1-3578	chr1	228734984	228736482	+	228735478	NA	NA	NA	NA	NA								
chr1-3579	chr1	228734984	228736482	+	228735478	NA	NA	NA	NA	NA								
chr1-3581	chr1	228734984	228736482	+	228735478	NA	NA	NA	NA	NA								
chr1-3582	chr1	228734984	228736482	+	228735478	NA	NA	NA	NA	NA								
chr1-3580	chr1	228734984	228736482	+	228735478	NA	NA	NA	NA	NA								
chr2-2570	chr2	228681450	228681891	+	228683536	NA	NA	NA	NA	NA								
chr1-3574	chr1	228646708	228648510	+	228647911	NA	NA	NA	NA	NA								
chr1-3573	chr1	228646708	228648510	+	228647911	NA	NA	NA	NA	NA								
chr1-3575	chr1	228646708	228648510	+	228647911	NA	NA	NA	NA	NA								
chr1-3576	chr1	228646708	228648510	+	228647911	NA	NA	NA	NA	NA								
chr1-3577	chr1	228646708	228648510	+	228647911	NA	NA	NA	NA	NA								
chr1-3572	chr1	228486465	228488020	+	228487381	NA	NA	NA	NA	NA								
chr1-3571	chr1	228486465	228488020	+	228487381	NA	NA	NA	NA	NA								
chr1-3569	chr1	228486465	228488020	+	228487381	NA	NA	NA	NA	NA								
chr1-3570	chr1	228486465	228488020	+	228487381	NA	NA	NA	NA	NA								
chr1-3568	chr1	228486465	228488020	+	228487381	NA	NA	NA	NA	NA								
chr1-3567	chr1	228463634	228464960	+	228464212	NA	NA	NA	NA	NA								
chr1-3566	chr1	228463634	228464960	+	228464212	NA	NA	NA	NA	NA								
chr1-3565	chr1	228463634	228464960	+	228464212	NA	NA	NA	NA	NA								
chr1-3564	chr1	228457218	228458742	+	228458102	NA	NA	NA	NA	NA								
chr1-3563	chr1	228457218	228458742	+	228458102	NA	NA	NA	NA	NA								
chr1-3562	chr1	228457218	228458742	+	228458102	NA	NA	NA	NA	NA								
chr1-3561	chr1	228457218	228458742	+	228458102	NA	NA	NA	NA	NA								
chr1-3560	chr1	228423415	228424044	+	228424844	NA	NA	NA	NA	NA								
chr1-3559	chr1	228423415	228424044	+	228424844	NA	NA	NA	NA	NA								
chr1-3558	chr1	228406115	228407495	+	228407195	NA	NA	NA	NA	NA								
chr1-3555	chr1	228406115	228407495	+	228407195	NA	NA	NA	NA	NA								
chr1-3554	chr1	228406115	228407495	+	228407195	NA	NA	NA	NA	NA								
chr1-3557	chr1	228406115	228407495	+	228407195	NA	NA	NA	NA	NA								
chr1-3556	chr1	228406115	228407495	+	228407195	NA	NA	NA	NA	NA								
chr1-3553	chr1	228165304	228166758	+	228165803	NA	NA	NA	NA	NA								
chr1-3550	chr1	228165304	228166758	+	228165803	NA	NA	NA	NA	NA								
chr1-3551	chr1	228165304	228166758	+	228165803	NA	NA	NA	NA	NA								
chr1-3552	chr1	228165304	228166758	+	228165803	NA	NA	NA	NA	NA								
chr1-3549	chr1	228139769	228140763	+	228139961	NA	NA	NA	NA	NA								
chr1-3548	chr1	228139769	228140763	+	228139961	NA	NA	NA	NA	NA								
chr1-3547	chr1	228102663	228103658	+	228100725	NA	NA	NA	NA	NA								
chr1-3546	chr1	228102663	228103658	+	228100725	NA	NA	NA	NA	NA								
chr1-3545	chr1	228102663	228103658	+	228100725	NA	NA	NA	NA	NA								
chr1-3543	chr1	228082012	228083199	+	228082707	NA	NA	NA	NA	NA								
chr1-3544	chr1	228082012	228083199	+	228082707	NA	NA	NA	NA	NA								
chr1-3542	chr1	228082012	228083199	+	228082707	NA	NA	NA	NA	NA								
chr2-2568	chr2	227886048	227886552	+	227887630	NA	NA	NA	NA	NA								
chr2-2569	chr2	227888261	227888606	+	227887630	NA	NA	NA	NA	NA								
chr1-3539	chr1	227787544	227788834	+	227786752	NA	NA	NA	NA	NA								
chr1-3540	chr1	227787544	227788834	+	227786752	NA	NA	NA	NA	NA								
chr1-3541	chr1	227787544	227788834	+	227786752	NA	NA	NA	NA	NA								
chr1-3536	chr1	227728066	227729122	+	227728199	NA	NA	NA	NA	NA								
chr1-3537	chr1	227728066	227729122	+	227728199	NA	NA	NA	NA	NA								
chr1-3538	chr1	227728066	227729122	+	227728199	NA	NA	NA	NA	NA								
chr2-2567	chr2	227608487	227608864	+	227608783	NA	NA	NA	NA	NA								
chr2-2566	chr2	227606389	227606853	+	227608783	NA	NA	NA	NA	NA								
chr1-3535	chr1	227563324	227564229	+	227563542	NA	NA	NA	NA	NA								
chr1-3534	chr1	227563324	227564229	+	227563542	NA	NA	NA	NA	NA								
chr1-3532	chr1	227481566	227482018	+	227482252	NA	NA	NA	NA	NA								
chr1-3533	chr1	227481566	227482018	+	227482252	NA	NA	NA	NA	NA								
chr2-2563	chr2	227471853	227473119	+	227472151	NA	NA	NA	NA	NA								
chr2-2565	chr2	227471853	227473119	+	227472151	NA	NA	NA	NA	NA								
chr2-2561	chr2	227471853	227473119	+	227472151	NA	NA	NA	NA	NA								
chr2-2559	chr2	227471853	227473119	+	227472151	NA	NA	NA	NA	NA								
chr2-2564	chr2	227471853	227473119	+	227472131	NA	NA	NA	NA	NA								
chr2-2560	chr2	227471853	227473119	+	227472131	NA	NA	NA	NA	NA								
chr2-2562	chr2	227471853	227473119	+	227472131	NA	NA	NA	NA	NA								
chr2-2558	chr2	227471853	227473119	+	227472131	NA	NA	NA	NA	NA								
chr2-2557	chr2	227385337	227386274	+	227387682	NA	NA	NA	NA	NA								
chr2-2556	chr2	227385337	227386274	+	227387682	NA	NA	NA	NA	NA								
chr2-2555	chr2	227385337	227386274	+	227387682	NA	NA	NA	NA	NA								
chr2-2550	chr2	227324653	227326153	+	227325150	NA	NA	NA	NA	NA								
chr2-2553	chr2	227324653	227326153	+	227325150	NA	NA	NA	NA	NA								
chr2-2554	chr2	227324653	227326153	+	227325150	NA	NA	NA	NA	NA								
chr2-2551	chr2	227324653	227326153	+	227325150	NA	NA	NA	NA	NA								
chr2-2552	chr2	227324653	227326153	+	227325150	NA	NA	NA	NA	NA								
chr2-2544	chr2	227163505	227163752	+	227164623	NA	NA	NA	NA	NA								
chr2-2548	chr2	227163835	227165352	+	227164623	NA	NA	NA	NA	NA								
chr2-2545	chr2	227163835	227165352	+	227164623	NA	NA	NA	NA	NA								
chr2-2547	chr2	227163835	227165352	+	227164623	NA	NA	NA	NA	NA								
chr2-2549	chr2	227163835	227165352	+	227164623	NA	NA	NA	NA	NA								
chr2-2546	chr2	227163835	227165352	+	227164623	NA	NA	NA	NA	NA								
chr1-3531	chr1	226990200	226990696	+	226989864	NA	NA	NA	NA	NA								
chr1-3529	chr1	226939371	226940696	+	226940285	NA	NA	NA	NA	NA								
chr1-3528	chr1	226939371	226940696	+	226940285	NA	NA	NA	NA	NA								
chr1-3530	chr1	226939371	226940696	+	226940285	NA	NA	NA	NA	NA								
chr1-3527	chr1	226870240	226871210	+	226870183	NA	NA	NA	NA	NA								
chr2-2543	chr2	226835428	226836755	+	226835580	NA	NA	NA	NA	NA								
chr2-2540	chr2	226835428	226836755	+	226835580	NA	NA	NA	NA	NA								
chr2-2542	chr2	226835428	226836755	+	226835580	NA	NA	NA	NA	NA								
chr2-2541	chr2	226835428	226836755	+	226835580	NA	NA	NA	NA	NA								
chr1-3526	chr1	226827964	226828544	+	226827710	NA	NA	NA	NA	NA								
chr2-2539	chr2	226802591	226802883	+	226804035	NA	NA	NA	NA	NA								
chr2-2535	chr2	226799263	226800068	+	226800145	NA	NA	NA	NA	NA								
chr2-2538	chr2	226801055	226801779	+	226800145	NA	NA	NA	NA	NA								
chr2-2534	chr2	226799263	226800068	+	226800145	NA	NA	NA	NA	NA								
chr2-2533	chr2	226799263	226800068	+	226800145	NA	NA	NA	NA	NA								
chr2-2536	chr2	226800544	226800848	+	226800145	NA	NA	NA	NA	NA								
chr2-2537	chr2	226801055	226801779	+	226800145	NA	NA	NA	NA	NA								
chr2-2531	chr2	226733214	226733875	+	226731311	NA	NA	NA	NA	NA								
chr2-2532	chr2	226733214	226733875	+	226731311	NA	NA	NA	NA	NA								
chr2-2530	chr2	226730513	226730786	+	226731311	NA	NA	NA	NA	NA								
chr2-2528	chr2	226657339	226658045	+	226658709	NA	NA	NA	NA	NA								
chr2-2529	chr2	226660551	226661019	+	226658709	NA	NA	NA	NA	NA								
chr1-3524	chr1	226547767	226548090	+	226548763	NA	NA	NA	NA	NA								
chr1-3525	chr1	226548621	226549066	+	226548763	NA	NA	NA	NA	NA								
chr1-3523	chr1	226333460	226333723	+	226331998	NA	NA	NA	NA	NA								
chr1-3520	chr1	226186111	226187142	+	226188869	NA	NA	NA	NA	NA								
chr1-3522	chr1	226186111	226187142	+	226188869	NA	NA	NA	NA	NA								
chr1-3521	chr1	226186111	226187142	+	226188869	NA	NA	NA	NA	NA								
chr1-3519	chr1	226125233	226125471	+	226127177	NA	NA	NA	NA	NA								
chr1-3516	chr1	226082937	226084085	+	226083589	NA	NA	NA	NA	NA								
chr1-3517	chr1	226082937	226084085	+	226083589	NA	NA	NA	NA	NA								
chr1-3514	chr1	226082937	226084085	+	226083589	NA	NA	NA	NA	NA								
chr1-3515	chr1	226082937	226084085	+	226083589	NA	NA	NA	NA	NA								
chr1-3518	chr1	226082937	226084085	+	226083589	NA	NA	NA	NA	NA								
chr1-3509	chr1	226061745	226063341	+	226061850	NA	NA	NA	NA	NA								
