PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_mapped_from_mouse_promoters.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr1-2587	chr1	226061427	226063328	+	226061850	NA	NA	NA	NA	NA								
chr1-2586	chr1	226061427	226063328	+	226061850	NA	NA	NA	NA	NA								
chr1-2582	chr1	226061427	226063328	+	226061850	NA	NA	NA	NA	NA								
chr1-2584	chr1	226061427	226063328	+	226061850	NA	NA	NA	NA	NA								
chr1-2583	chr1	226061427	226063328	+	226061850	NA	NA	NA	NA	NA								
chr1-2581	chr1	225999199	226000025	+	225999614	NA	NA	NA	NA	NA								
chr1-2580	chr1	225999199	226000025	+	225999614	NA	NA	NA	NA	NA								
chr1-2578	chr1	225846649	225847239	+	225845535	NA	NA	NA	NA	NA								
chr1-2579	chr1	225846649	225847239	+	225845535	NA	NA	NA	NA	NA								
chr1-2577	chr1	225846649	225847239	+	225845535	NA	NA	NA	NA	NA								
chr1-2573	chr1	225777442	225778472	+	225777812	NA	NA	NA	NA	NA								
chr1-2574	chr1	225777442	225778472	+	225777812	NA	NA	NA	NA	NA								
chr1-2576	chr1	225777442	225778472	+	225777812	NA	NA	NA	NA	NA								
chr1-2575	chr1	225777442	225778472	+	225777812	NA	NA	NA	NA	NA								
chr2-1568	chr2	225670505	225670683	+	225668963	NA	NA	NA	NA	NA								
chr1-2572	chr1	225652385	225653231	+	225653284	NA	NA	NA	NA	NA								
chr1-2570	chr1	225652385	225653231	+	225653284	NA	NA	NA	NA	NA								
chr1-2571	chr1	225652385	225653231	+	225653284	NA	NA	NA	NA	NA								
chr1-2568	chr1	224433006	224435897	+	224434659	NA	NA	NA	NA	NA								
chr1-2563	chr1	224433006	224435897	+	224434659	NA	NA	NA	NA	NA								
chr1-2564	chr1	224433006	224435897	+	224434659	NA	NA	NA	NA	NA								
chr1-2558	chr1	224433006	224435897	+	224434659	NA	NA	NA	NA	NA								
chr1-2569	chr1	224433006	224435897	+	224434659	NA	NA	NA	NA	NA								
chr1-2562	chr1	224433006	224435897	+	224434659	NA	NA	NA	NA	NA								
chr1-2559	chr1	224433006	224435897	+	224434659	NA	NA	NA	NA	NA								
chr1-2560	chr1	224433006	224435897	+	224434659	NA	NA	NA	NA	NA								
chr1-2566	chr1	224433006	224435897	+	224434659	NA	NA	NA	NA	NA								
chr1-2561	chr1	224433006	224435897	+	224434659	NA	NA	NA	NA	NA								
chr1-2567	chr1	224433006	224435897	+	224434659	NA	NA	NA	NA	NA								
chr1-2565	chr1	224433006	224435897	+	224434659	NA	NA	NA	NA	NA								
chr1-2554	chr1	224356726	224357890	+	224356857	NA	NA	NA	NA	NA								
chr1-2556	chr1	224356726	224357890	+	224356857	NA	NA	NA	NA	NA								
chr1-2555	chr1	224356726	224357890	+	224356857	NA	NA	NA	NA	NA								
chr1-2557	chr1	224356726	224357890	+	224356857	NA	NA	NA	NA	NA								
chr1-2553	chr1	224113812	224114889	+	224114110	NA	NA	NA	NA	NA								
chr1-2550	chr1	224113812	224114889	+	224114110	NA	NA	NA	NA	NA								
chr1-2552	chr1	224113812	224114889	+	224114110	NA	NA	NA	NA	NA								
chr1-2551	chr1	224113812	224114889	+	224114110	NA	NA	NA	NA	NA								
chr2-1567	chr2	223957144	223957795	+	223957462	NA	NA	NA	NA	NA								
chr2-1566	chr2	223957144	223957795	+	223957462	NA	NA	NA	NA	NA								
chr1-2547	chr1	223845279	223846635	+	223846080	NA	NA	NA	NA	NA								
chr1-2549	chr1	223845279	223846635	+	223846080	NA	NA	NA	NA	NA								
chr1-2548	chr1	223845279	223846635	+	223846080	NA	NA	NA	NA	NA								
chr1-2545	chr1	223780968	223781838	+	223779892	NA	NA	NA	NA	NA								
chr1-2546	chr1	223780968	223781838	+	223779892	NA	NA	NA	NA	NA								
chr1-2544	chr1	223142772	223143401	+	223144048	NA	NA	NA	NA	NA								
chr1-2543	chr1	223142772	223143401	+	223144048	NA	NA	NA	NA	NA								
chr2-1565	chr2	222915175	222915439	+	222917386	NA	NA	NA	NA	NA								
chr2-1562	chr2	222860726	222863155	+	222860941	NA	NA	NA	NA	NA								
chr2-1560	chr2	222860726	222863155	+	222860941	NA	NA	NA	NA	NA								
chr2-1559	chr2	222860726	222863155	+	222860941	NA	NA	NA	NA	NA								
chr2-1563	chr2	222860726	222863155	+	222860941	NA	NA	NA	NA	NA								
chr2-1564	chr2	222860726	222863155	+	222860941	NA	NA	NA	NA	NA								
chr2-1561	chr2	222860726	222863155	+	222860941	NA	NA	NA	NA	NA								
chr1-2541	chr1	222814677	222815648	+	222815021	NA	NA	NA	NA	NA								
chr1-2542	chr1	222814677	222815648	+	222815021	NA	NA	NA	NA	NA								
chr1-2540	chr1	222712729	222713209	+	222712552	NA	NA	NA	NA	NA								
chr1-2534	chr1	222617431	222619161	+	222618096	NA	NA	NA	NA	NA								
chr1-2533	chr1	222617431	222619161	+	222618096	NA	NA	NA	NA	NA								
chr1-2538	chr1	222617431	222619161	+	222618096	NA	NA	NA	NA	NA								
chr1-2539	chr1	222619564	222619921	+	222618096	NA	NA	NA	NA	NA								
chr1-2536	chr1	222617431	222619161	+	222618096	NA	NA	NA	NA	NA								
chr1-2535	chr1	222617431	222619161	+	222618096	NA	NA	NA	NA	NA								
chr1-2537	chr1	222617431	222619161	+	222618096	NA	NA	NA	NA	NA								
chr1-2532	chr1	222591196	222591314	+	222589824	NA	NA	NA	NA	NA								
chr1-2531	chr1	222589478	222590064	+	222589824	NA	NA	NA	NA	NA								
chr2-1558	chr2	222298212	222298637	+	222298146	NA	NA	NA	NA	NA								
chr2-1557	chr2	222298212	222298637	+	222298146	NA	NA	NA	NA	NA								
chr2-1556	chr2	221590855	221591369	+	221592440	NA	NA	NA	NA	NA								
chr2-1552	chr2	221572233	221572880	+	221572505	NA	NA	NA	NA	NA								
chr2-1554	chr2	221572976	221573983	+	221572505	NA	NA	NA	NA	NA								
chr2-1553	chr2	221572233	221572880	+	221572505	NA	NA	NA	NA	NA								
chr2-1555	chr2	221572976	221573983	+	221572505	NA	NA	NA	NA	NA								
chr1-2530	chr1	220879549	220880271	+	220879430	NA	NA	NA	NA	NA								
chr1-2529	chr1	220879549	220880271	+	220879430	NA	NA	NA	NA	NA								
chr1-2528	chr1	220826628	220827026	+	220825775	NA	NA	NA	NA	NA								
chr1-2527	chr1	220788412	220788870	+	220786989	NA	NA	NA	NA	NA								
chr1-2525	chr1	220690069	220691640	+	220690362	NA	NA	NA	NA	NA								
chr1-2526	chr1	220691851	220692068	+	220690362	NA	NA	NA	NA	NA								
chr1-2522	chr1	220690069	220691640	+	220690362	NA	NA	NA	NA	NA								
chr1-2523	chr1	220690069	220691640	+	220690362	NA	NA	NA	NA	NA								
chr1-2524	chr1	220690069	220691640	+	220690362	NA	NA	NA	NA	NA								
chr2-1551	chr2	219627440	219627863	+	219627393	NA	NA	NA	NA	NA								
chr2-1550	chr2	219597995	219598582	+	219597856	NA	NA	NA	NA	NA								
chr2-1547	chr2	219597431	219597931	+	219597856	NA	NA	NA	NA	NA								
chr2-1548	chr2	219597431	219597931	+	219597856	NA	NA	NA	NA	NA								
chr2-1549	chr2	219597995	219598582	+	219597856	NA	NA	NA	NA	NA								
chr2-1546	chr2	219552362	219553178	+	219550727	NA	NA	NA	NA	NA								
chr2-1545	chr2	219552362	219553178	+	219550727	NA	NA	NA	NA	NA								
chr2-1544	chr2	219552362	219553178	+	219550727	NA	NA	NA	NA	NA								
chr2-1539	chr2	219541610	219542223	+	219543662	NA	NA	NA	NA	NA								
chr2-1541	chr2	219543262	219544209	+	219543662	NA	NA	NA	NA	NA								
chr2-1543	chr2	219543262	219544209	+	219543662	NA	NA	NA	NA	NA								
chr2-1540	chr2	219541610	219542223	+	219543662	NA	NA	NA	NA	NA								
chr2-1542	chr2	219543262	219544209	+	219543662	NA	NA	NA	NA	NA								
chr2-1538	chr2	219498493	219499333	+	219498864	NA	NA	NA	NA	NA								
chr2-1537	chr2	219386921	219388882	+	219388495	NA	NA	NA	NA	NA								
chr2-1536	chr2	219386921	219388882	+	219388495	NA	NA	NA	NA	NA								
chr2-1534	chr2	219294481	219295162	+	219294110	NA	NA	NA	NA	NA								
chr2-1535	chr2	219294481	219295162	+	219294110	NA	NA	NA	NA	NA								
chr2-1530	chr2	219278951	219280610	+	219279341	NA	NA	NA	NA	NA								
chr2-1532	chr2	219278951	219280610	+	219279341	NA	NA	NA	NA	NA								
chr2-1533	chr2	219278951	219280610	+	219279341	NA	NA	NA	NA	NA								
chr2-1531	chr2	219278951	219280610	+	219279341	NA	NA	NA	NA	NA								
chr2-1529	chr2	219277631	219277982	+	219279341	NA	NA	NA	NA	NA								
chr2-1526	chr2	219252164	219252502	+	219253242	NA	NA	NA	NA	NA								
chr2-1527	chr2	219253798	219254563	+	219253242	NA	NA	NA	NA	NA								
chr2-1525	chr2	219252164	219252502	+	219253242	NA	NA	NA	NA	NA								
chr2-1528	chr2	219253798	219254563	+	219253242	NA	NA	NA	NA	NA								
chr2-1524	chr2	219251480	219251706	+	219253242	NA	NA	NA	NA	NA								
chr2-1523	chr2	219247116	219247412	+	219245454	NA	NA	NA	NA	NA								
chr2-1522	chr2	219245173	219245782	+	219245454	NA	NA	NA	NA	NA								
chr2-1519	chr2	219228958	219230503	+	219229782	NA	NA	NA	NA	NA								
chr2-1521	chr2	219228958	219230503	+	219229782	NA	NA	NA	NA	NA								
chr2-1518	chr2	219228958	219230503	+	219229782	NA	NA	NA	NA	NA								
chr2-1517	chr2	219228958	219230503	+	219229782	NA	NA	NA	NA	NA								
chr2-1520	chr2	219228958	219230503	+	219229782	NA	NA	NA	NA	NA								
chr2-1514	chr2	219217956	219219245	+	219219379	NA	NA	NA	NA	NA								
chr2-1515	chr2	219217956	219219245	+	219219379	NA	NA	NA	NA	NA								
chr2-1516	chr2	219217956	219219245	+	219219379	NA	NA	NA	NA	NA								
chr2-1510	chr2	219177757	219178811	+	219177067	NA	NA	NA	NA	NA								
chr2-1512	chr2	219177757	219178811	+	219177067	NA	NA	NA	NA	NA								
chr2-1513	chr2	219177757	219178811	+	219177067	NA	NA	NA	NA	NA								
chr2-1509	chr2	219176212	219177363	+	219177067	NA	NA	NA	NA	NA								
chr2-1511	chr2	219177757	219178811	+	219177067	NA	NA	NA	NA	NA								
chr2-1507	chr2	219176212	219177363	+	219177067	NA	NA	NA	NA	NA								
chr2-1508	chr2	219176212	219177363	+	219176224	NA	NA	NA	NA	NA								
chr2-1506	chr2	219176212	219177363	+	219176224	NA	NA	NA	NA	NA								
chr1-2521	chr1	219173596	219174724	+	219173868	NA	NA	NA	NA	NA								
chr1-2520	chr1	219173596	219174724	+	219173868	NA	NA	NA	NA	NA								
chr2-1504	chr2	219159811	219161521	+	219161464	NA	NA	NA	NA	NA								
chr2-1503	chr2	219159811	219161521	+	219161464	NA	NA	NA	NA	NA								
chr2-1505	chr2	219159811	219161521	+	219161464	NA	NA	NA	NA	NA								
chr2-1502	chr2	219077170	219077883	+	219075328	NA	NA	NA	NA	NA								
chr2-1501	chr2	219073269	219073709	+	219075328	NA	NA	NA	NA	NA								
chr2-1500	chr2	219071002	219072176	+	219069354	NA	NA	NA	NA	NA								
chr2-1499	chr2	219071002	219072176	+	219069354	NA	NA	NA	NA	NA								
chr2-1496	chr2	219060553	219061169	+	219058687	NA	NA	NA	NA	NA								
chr2-1495	chr2	219058045	219059847	+	219058687	NA	NA	NA	NA	NA								
chr2-1491	chr2	219058045	219059847	+	219058687	NA	NA	NA	NA	NA								
chr2-1489	chr2	219058045	219059847	+	219058687	NA	NA	NA	NA	NA								
chr2-1497	chr2	219060553	219061169	+	219058687	NA	NA	NA	NA	NA								
chr2-1494	chr2	219058045	219059847	+	219058687	NA	NA	NA	NA	NA								
chr2-1493	chr2	219058045	219059847	+	219058687	NA	NA	NA	NA	NA								
chr2-1498	chr2	219060553	219061169	+	219058687	NA	NA	NA	NA	NA								
chr2-1490	chr2	219058045	219059847	+	219058687	NA	NA	NA	NA	NA								
chr2-1492	chr2	219058045	219059847	+	219058687	NA	NA	NA	NA	NA								
chr2-1488	chr2	219001685	219002334	+	219002214	NA	NA	NA	NA	NA								
chr2-1487	chr2	219001685	219002334	+	219002214	NA	NA	NA	NA	NA								
chr2-1484	chr2	218980099	218980406	+	218981086	NA	NA	NA	NA	NA								
chr2-1486	chr2	218981675	218982540	+	218981086	NA	NA	NA	NA	NA								
chr2-1485	chr2	218981675	218982540	+	218981086	NA	NA	NA	NA	NA								
chr2-1483	chr2	218908686	218909844	+	218909157	NA	NA	NA	NA	NA								
chr2-1482	chr2	218908686	218909844	+	218909157	NA	NA	NA	NA	NA								
chr2-1481	chr2	218860917	218861273	+	218859804	NA	NA	NA	NA	NA								
chr2-1477	chr2	218781647	218782827	+	218781748	NA	NA	NA	NA	NA								
chr2-1480	chr2	218781647	218782827	+	218781748	NA	NA	NA	NA	NA								
chr2-1476	chr2	218781647	218782827	+	218781748	NA	NA	NA	NA	NA								
chr2-1479	chr2	218781647	218782827	+	218781748	NA	NA	NA	NA	NA								
chr2-1478	chr2	218781647	218782827	+	218781748	NA	NA	NA	NA	NA								
chr2-1475	chr2	218710220	218711440	+	218710834	NA	NA	NA	NA	NA								
chr2-1471	chr2	218671473	218672398	+	218672068	NA	NA	NA	NA	NA								
chr2-1472	chr2	218671473	218672398	+	218672068	NA	NA	NA	NA	NA								
chr2-1473	chr2	218671473	218672398	+	218672068	NA	NA	NA	NA	NA								
chr2-1474	chr2	218671473	218672398	+	218672068	NA	NA	NA	NA	NA								
chr2-1469	chr2	218658948	218660019	+	218658763	NA	NA	NA	NA	NA								
chr2-1470	chr2	218658948	218660019	+	218658763	NA	NA	NA	NA	NA								
chr2-1467	chr2	218567924	218569375	+	218568579	NA	NA	NA	NA	NA								
chr2-1465	chr2	218567924	218569375	+	218568579	NA	NA	NA	NA	NA								
chr2-1466	chr2	218567924	218569375	+	218568579	NA	NA	NA	NA	NA								
chr2-1468	chr2	218567924	218569375	+	218568579	NA	NA	NA	NA	NA								
chr2-1463	chr2	218400433	218401274	+	218402645	NA	NA	NA	NA	NA								
chr2-1464	chr2	218400433	218401274	+	218402645	NA	NA	NA	NA	NA								
chr2-1462	chr2	218399500	218399887	+	218398742	NA	NA	NA	NA	NA								
chr2-1461	chr2	218395944	218396705	+	218398255	NA	NA	NA	NA	NA								
chr2-1460	chr2	218356701	218357006	+	218356856	NA	NA	NA	NA	NA								
chr1-2518	chr1	218345340	218346346	+	218345335	NA	NA	NA	NA	NA								
chr1-2519	chr1	218345340	218346346	+	218345335	NA	NA	NA	NA	NA								
chr1-2517	chr1	218345340	218346346	+	218345335	NA	NA	NA	NA	NA								
chr2-1459	chr2	218326262	218327010	+	218326888	NA	NA	NA	NA	NA								
chr2-1458	chr2	218326262	218327010	+	218326888	NA	NA	NA	NA	NA								
chr1-2516	chr1	218284808	218285783	+	218285292	NA	NA	NA	NA	NA								
chr1-2515	chr1	218284808	218285783	+	218285292	NA	NA	NA	NA	NA								
chr2-1455	chr2	218269972	218270964	+	218269650	NA	NA	NA	NA	NA								
chr2-1457	chr2	218269972	218270964	+	218269650	NA	NA	NA	NA	NA								
chr2-1456	chr2	218269972	218270964	+	218269650	NA	NA	NA	NA	NA								
chr2-1454	chr2	218269972	218270964	+	218269650	NA	NA	NA	NA	NA								
chr2-1453	chr2	218269669	218269905	+	218269650	NA	NA	NA	NA	NA								
chr2-1452	chr2	218262052	218262373	+	218264128	NA	NA	NA	NA	NA								
chr2-1451	chr2	218216406	218218019	+	218217140	NA	NA	NA	NA	NA								
chr2-1450	chr2	218216406	218218019	+	218217140	NA	NA	NA	NA	NA								
chr2-1448	chr2	218163072	218163835	+	218162840	NA	NA	NA	NA	NA								
chr2-1449	chr2	218163072	218163835	+	218162840	NA	NA	NA	NA	NA								
chr2-1447	chr2	218163072	218163835	+	218162840	NA	NA	NA	NA	NA								
chr2-1446	chr2	217979150	217980377	+	217978706	NA	NA	NA	NA	NA								
chr2-1445	chr2	217979150	217980377	+	217978706	NA	NA	NA	NA	NA								
chr2-1444	chr2	217901690	217903269	+	217900512	NA	NA	NA	NA	NA								
chr2-1443	chr2	217901690	217903269	+	217900512	NA	NA	NA	NA	NA								
chr2-1442	chr2	217901690	217903269	+	217900512	NA	NA	NA	NA	NA								
chr1-2514	chr1	217630126	217631515	+	217631323	NA	NA	NA	NA	NA								
chr1-2513	chr1	217630126	217631515	+	217631323	NA	NA	NA	NA	NA								
chr2-1440	chr2	216692391	216692574	+	216694403	NA	NA	NA	NA	NA								
chr2-1441	chr2	216694332	216694798	+	216694403	NA	NA	NA	NA	NA								
chr2-1435	chr2	216632701	216633224	+	216632827	NA	NA	NA	NA	NA								
chr2-1437	chr2	216633355	216634223	+	216632827	NA	NA	NA	NA	NA								
chr2-1436	chr2	216633355	216634223	+	216632827	NA	NA	NA	NA	NA								
chr2-1439	chr2	216634382	216634827	+	216632827	NA	NA	NA	NA	NA								
chr2-1438	chr2	216633355	216634223	+	216632827	NA	NA	NA	NA	NA								
chr2-1434	chr2	216596124	216596661	+	216594358	NA	NA	NA	NA	NA								
chr2-1433	chr2	216596124	216596661	+	216594358	NA	NA	NA	NA	NA								
chr2-1431	chr2	216498378	216499710	+	216498824	NA	NA	NA	NA	NA								
chr2-1430	chr2	216498378	216499710	+	216498824	NA	NA	NA	NA	NA								
chr2-1432	chr2	216498378	216499710	+	216498824	NA	NA	NA	NA	NA								
chr2-1428	chr2	216412138	216413170	+	216412382	NA	NA	NA	NA	NA								
chr2-1429	chr2	216412138	216413170	+	216412382	NA	NA	NA	NA	NA								
chr2-1427	chr2	216412138	216413170	+	216412382	NA	NA	NA	NA	NA								
chr2-1426	chr2	216108664	216109807	+	216107463	NA	NA	NA	NA	NA								
chr2-1424	chr2	216081461	216082000	+	216081865	NA	NA	NA	NA	NA								
chr2-1425	chr2	216081461	216082000	+	216081865	NA	NA	NA	NA	NA								
chr2-1423	chr2	215580332	215580659	+	215579406	NA	NA	NA	NA	NA								
chr2-1422	chr2	215579885	215580206	+	215579406	NA	NA	NA	NA	NA								
chr2-1421	chr2	215454482	215454751	+	215453687	NA	NA	NA	NA	NA								
chr2-1420	chr2	215435399	215436916	+	215436252	NA	NA	NA	NA	NA								
chr2-1419	chr2	215435399	215436916	+	215436252	NA	NA	NA	NA	NA								
chr2-1418	chr2	215435399	215436916	+	215436252	NA	NA	NA	NA	NA								
chr2-1417	chr2	215311827	215312676	+	215311955	NA	NA	NA	NA	NA								
chr2-1416	chr2	215311827	215312676	+	215311955	NA	NA	NA	NA	NA								
chr2-1415	chr2	214808927	214810446	+	214810180	NA	NA	NA	NA	NA								
chr2-1414	chr2	214808927	214810446	+	214810180	NA	NA	NA	NA	NA								
chr2-1413	chr2	214808927	214810446	+	214810180	NA	NA	NA	NA	NA								
chr1-2512	chr1	214602731	214603487	+	214603194	NA	NA	NA	NA	NA								
chr1-2511	chr1	214602731	214603487	+	214603194	NA	NA	NA	NA	NA								
chr1-2509	chr1	214050567	214052191	+	214051193	NA	NA	NA	NA	NA								
chr1-2510	chr1	214050567	214052191	+	214051193	NA	NA	NA	NA	NA								
chr1-2508	chr1	214050567	214052191	+	214051193	NA	NA	NA	NA	NA								
chr1-2507	chr1	214050567	214052191	+	214051193	NA	NA	NA	NA	NA								
chr1-2505	chr1	214027545	214027843	+	214028890	NA	NA	NA	NA	NA								
chr1-2506	chr1	214030644	214030903	+	214028890	NA	NA	NA	NA	NA								
chr1-2500	chr1	213982642	213984137	+	213983792	NA	NA	NA	NA	NA								
chr1-2502	chr1	213982642	213984137	+	213983792	NA	NA	NA	NA	NA								
chr1-2504	chr1	213985247	213985600	+	213983792	NA	NA	NA	NA	NA								
chr1-2496	chr1	213982642	213984137	+	213983792	NA	NA	NA	NA	NA								
chr1-2503	chr1	213984455	213984735	+	213983792	NA	NA	NA	NA	NA								
chr1-2498	chr1	213982642	213984137	+	213983792	NA	NA	NA	NA	NA								
chr1-2495	chr1	213982642	213984137	+	213983180	NA	NA	NA	NA	NA								
chr1-2497	chr1	213982642	213984137	+	213983180	NA	NA	NA	NA	NA								
chr1-2501	chr1	213982642	213984137	+	213983180	NA	NA	NA	NA	NA								
chr1-2499	chr1	213982642	213984137	+	213983180	NA	NA	NA	NA	NA								
chr2-1411	chr2	213151529	213152603	+	213151971	NA	NA	NA	NA	NA								
chr2-1410	chr2	213151529	213152603	+	213151971	NA	NA	NA	NA	NA								
chr2-1412	chr2	213153716	213153967	+	213151971	NA	NA	NA	NA	NA								
chr1-2492	chr1	213050704	213051863	+	213051232	NA	NA	NA	NA	NA								
chr1-2494	chr1	213050704	213051863	+	213051232	NA	NA	NA	NA	NA								
chr1-2493	chr1	213050704	213051863	+	213051232	NA	NA	NA	NA	NA								
chr1-2491	chr1	212950073	212950723	+	212950519	NA	NA	NA	NA	NA								
chr1-2490	chr1	212950073	212950723	+	212950519	NA	NA	NA	NA	NA								
chr1-2489	chr1	212856616	212858726	+	212858274	NA	NA	NA	NA	NA								
chr1-2488	chr1	212856616	212858726	+	212858274	NA	NA	NA	NA	NA								
chr1-2487	chr1	212432931	212433251	+	212432919	NA	NA	NA	NA	NA								
chr1-2486	chr1	212432931	212433251	+	212432919	NA	NA	NA	NA	NA								
chr1-2485	chr1	212364178	212364427	+	212363927	NA	NA	NA	NA	NA								
chr1-2484	chr1	212285584	212285920	+	212285409	NA	NA	NA	NA	NA								
chr1-2483	chr1	212284516	212284981	+	212285409	NA	NA	NA	NA	NA								
chr1-2482	chr1	212179321	212180421	+	212180140	NA	NA	NA	NA	NA								
chr1-2480	chr1	212034793	212036480	+	212035552	NA	NA	NA	NA	NA								
chr1-2476	chr1	212034793	212036480	+	212035552	NA	NA	NA	NA	NA								
chr1-2477	chr1	212034793	212036480	+	212035552	NA	NA	NA	NA	NA								
chr1-2475	chr1	212034793	212036480	+	212035552	NA	NA	NA	NA	NA								
chr1-2478	chr1	212034793	212036480	+	212035552	NA	NA	NA	NA	NA								
chr1-2481	chr1	212034793	212036480	+	212035552	NA	NA	NA	NA	NA								
chr1-2479	chr1	212034793	212036480	+	212035552	NA	NA	NA	NA	NA								
chr1-2473	chr1	211830028	211831163	+	211829635	NA	NA	NA	NA	NA								
chr1-2474	chr1	211830028	211831163	+	211829635	NA	NA	NA	NA	NA								
chr1-2472	chr1	211829360	211829851	+	211829635	NA	NA	NA	NA	NA								
chr1-2471	chr1	211674987	211676571	+	211675748	NA	NA	NA	NA	NA								
chr1-2470	chr1	211674987	211676571	+	211675748	NA	NA	NA	NA	NA								
chr1-2469	chr1	211603539	211603956	+	211605838	NA	NA	NA	NA	NA								
chr1-2467	chr1	211326667	211327888	+	211326614	NA	NA	NA	NA	NA								
chr1-2468	chr1	211326667	211327888	+	211326614	NA	NA	NA	NA	NA								
chr1-2466	chr1	211260203	211261123	+	211258376	NA	NA	NA	NA	NA								
chr1-2465	chr1	211260203	211261123	+	211258376	NA	NA	NA	NA	NA								
chr2-1409	chr2	210617783	210618040	+	210617570	NA	NA	NA	NA	NA								
chr2-1406	chr2	210548867	210549531	+	210548374	NA	NA	NA	NA	NA								
chr2-1407	chr2	210548867	210549531	+	210548374	NA	NA	NA	NA	NA								
chr2-1408	chr2	210550173	210550560	+	210548374	NA	NA	NA	NA	NA								
chr2-1405	chr2	210476224	210477099	+	210477681	NA	NA	NA	NA	NA								
chr2-1404	chr2	210476224	210477099	+	210477681	NA	NA	NA	NA	NA								
chr2-1403	chr2	210433129	210433839	+	210431248	NA	NA	NA	NA	NA								
chr2-1397	chr2	210170840	210172229	+	210171498	NA	NA	NA	NA	NA								
chr2-1401	chr2	210170840	210172229	+	210171498	NA	NA	NA	NA	NA								
chr2-1396	chr2	210169877	210170548	+	210171498	NA	NA	NA	NA	NA								
chr2-1399	chr2	210170840	210172229	+	210171498	NA	NA	NA	NA	NA								
chr2-1398	chr2	210170840	210172229	+	210171498	NA	NA	NA	NA	NA								
chr2-1400	chr2	210170840	210172229	+	210171498	NA	NA	NA	NA	NA								
chr2-1402	chr2	210170840	210172229	+	210171498	NA	NA	NA	NA	NA								
chr2-1395	chr2	210002400	210003422	+	210002564	NA	NA	NA	NA	NA								
chr2-1393	chr2	210002400	210003422	+	210002564	NA	NA	NA	NA	NA								
chr2-1394	chr2	210002400	210003422	+	210002564	NA	NA	NA	NA	NA								
chr1-2463	chr1	209783976	209785058	+	209785616	NA	NA	NA	NA	NA								
chr1-2464	chr1	209783976	209785058	+	209785616	NA	NA	NA	NA	NA								
chr2-1392	chr2	209771500	209771905	+	209771831	NA	NA	NA	NA	NA								
chr1-2461	chr1	209687557	209688221	+	209686177	NA	NA	NA	NA	NA								
chr1-2462	chr1	209687557	209688221	+	209686177	NA	NA	NA	NA	NA								
chr1-2457	chr1	209673813	209674280	+	209675411	NA	NA	NA	NA	NA								
chr1-2458	chr1	209674907	209676264	+	209675411	NA	NA	NA	NA	NA								
chr1-2460	chr1	209674907	209676264	+	209675411	NA	NA	NA	NA	NA								
chr1-2459	chr1	209674907	209676264	+	209675411	NA	NA	NA	NA	NA								
chr1-2456	chr1	209527932	209528707	+	209528454	NA	NA	NA	NA	NA								
chr1-2455	chr1	209527932	209528707	+	209528454	NA	NA	NA	NA	NA								
